Id,week_day,Calories,TotalDistance,TotalSteps
4445114986,Wednesday,2095,1.99000000953674,2961
4445114986,Thursday,2194,2.67000007629395,3974
4445114986,Friday,2496,4.82999992370605,7198
4445114986,Saturday,2180,2.65000009536743,3945
4445114986,Sunday,1933,1.51999998092651,2268
4445114986,Tuesday,1954,1.38999998569489,2064
4445114986,Wednesday,1974,1.38999998569489,2072
4445114986,Thursday,2150,2.55999994277954,3809
4445114986,Friday,2432,4.57999992370605,6831
4445114986,Saturday,2149,2.9300000667572,4363
4445114986,Sunday,2247,3.35999989509583,5002
4445114986,Monday,2070,2.26999998092651,3385
4445114986,Thursday,2203,3.00999999046326,4493
4445114986,Friday,2196,3.14000010490417,4676
4445114986,Saturday,2363,4.17999982833862,6222
4445114986,Wednesday,2070,1.96000003814697,2923
4445114986,Friday,2211,3.02999997138977,4514
4445114986,Monday,2281,3.53999996185303,5275
4445114986,Tuesday,2181,2.63000011444092,3915
4445114986,Thursday,1212,0.519999980926514,768
4558609924,Tuesday,1909,3.39000010490417,5135
4558609924,Thursday,1922,4.48999977111816,6799
4558609924,Wednesday,1788,3.17000007629395,4803
4558609924,Sunday,2173,5.65999984741211,8563
4558609924,Sunday,1692,2.26999998092651,3428
4558609924,Monday,2066,5.21999979019165,7891
4558609924,Wednesday,1842,3.46000003814697,5232
4558609924,Friday,1722,2.48000001907349,3755
4558609924,Thursday,1452,4.17000007629395,6307
4702921684,Tuesday,2947,5.88000011444092,7213
4702921684,Wednesday,2898,5.57999992370605,6877
4702921684,Thursday,2984,6.36999988555908,7860
4702921684,Friday,2241,1.35000002384186,1664
4702921684,Tuesday,3145,7.67000007629395,9454
4702921684,Thursday,1240,2.23000001907349,2752
5553957443,Wednesday,1718,3.16000008583069,4832
5553957443,Saturday,1831,3.76999998092651,5771
5553957443,Sunday,1397,0.430000007152557,655
5553957443,Monday,1683,2.4300000667572,3727
5553957443,Wednesday,1570,1.76999998092651,2713
5553957443,Saturday,1776,2.69000005722046,4112
5553957443,Sunday,1507,1.17999994754791,1807
5553957443,Saturday,1463,0.779999971389771,1202
5553957443,Sunday,1747,3.36999988555908,5164
5553957443,Wednesday,1698,2.76999998092651,4249
5553957443,Saturday,1494,1.22000002861023,1868
5553957443,Wednesday,1693,3.22000002861023,4926
6117666160,Sunday,2225,5.40000009536743,7150
6117666160,Tuesday,2606,8.40999984741211,11135
6117666160,Friday,2409,6.19999980926514,8206
6117666160,Saturday,2651,8.68000030517578,11495
6117666160,Sunday,2305,5.76000022888184,7623
6117666160,Wednesday,2576,7.1100001335144,9411
6117666160,Friday,2560,7.23999977111816,9592
6117666160,Saturday,2275,5.28000020980835,6987
6117666160,Sunday,2361,6.73000001907349,8915
6117666160,Monday,2044,3.73000001907349,4933
6117666160,Wednesday,1902,2.25999999046326,2997
6117666160,Thursday,2636,7.40000009536743,9799
6117666160,Saturday,2469,5.53999996185303,7336
6117666160,Sunday,2250,5.53000020980835,7328
6117666160,Monday,1248,3.38000011444092,4477
6290855005,Tuesday,2560,3.45000004768372,4562
6290855005,Wednesday,2905,5.40000009536743,7142
6290855005,Thursday,2952,5.80000019073486,7671
6290855005,Friday,2896,7.17999982833862,9501
6290855005,Saturday,2783,6.28000020980835,8301
6290855005,Monday,2766,5.21000003814697,6885
6290855005,Tuesday,2839,5.40000009536743,7142
6290855005,Wednesday,2701,4.80999994277954,6361
6290855005,Friday,2796,4.71999979019165,6238
6290855005,Sunday,2703,4.46000003814697,5896
6290855005,Wednesday,2743,4.21000003814697,5565
6290855005,Saturday,2843,5.09999990463257,6744
6290855005,Monday,2725,5.13000011444092,6781
6290855005,Tuesday,2671,4.57000017166138,6047
6290855005,Wednesday,2718,4.40999984741211,5832
6290855005,Thursday,2682,4.78999996185303,6339
6290855005,Friday,2806,4.61999988555908,6116
6290855005,Saturday,2613,4.17000007629395,5510
6290855005,Sunday,2712,5.82999992370605,7706
6290855005,Monday,2175,4.75,6277
6775888955,Friday,2127,0.920000016689301,1282
6775888955,Friday,1922,0.46000000834465,637
6962181067,Thursday,1466,1.02999997138977,1551
6962181067,Friday,1756,3.6800000667572,5563
6962181067,Sunday,1705,3.3199999332428,5029
6962181067,Sunday,1740,3.60999989509583,5454
6962181067,Saturday,1947,4.5,6815
7007744171,Friday,2098,3.52999997138977,5273
7007744171,Saturday,2076,3.09999990463257,4631
7007744171,Sunday,2383,5.3899998664856,8059
7007744171,Sunday,2667,7.42000007629395,11085
7007744171,Saturday,2051,2.51999998092651,3761
7007744171,Sunday,2225,3.75,5600
7086361926,Saturday,1965,1.80999994277954,2817
7086361926,Sunday,2049,2.16000008583069,3520
8053475328,Sunday,1886,0.850000023841858,1170
8053475328,Monday,1988,1.42999994754791,1969
8253242879,Friday,1632,1.76999998092651,2672
8253242879,Tuesday,1763,2.77999997138977,4212
8253242879,Friday,1651,1.87000000476837,2824
8378563200,Sunday,2572,1.69000005722046,2132
8378563200,Sunday,2741,2.94000005722046,3703
8378563200,Saturday,2660,2.33999991416931,2946
8378563200,Saturday,2799,3.53999996185303,4468
8378563200,Sunday,2685,2.32999992370605,2943
8583815059,Thursday,2443,2.45000004768372,3135
8583815059,Saturday,2693,4.15000009536743,5319
8583815059,Sunday,2439,2.34999990463257,3008
8583815059,Monday,2894,6.6100001335144,8469
8583815059,Tuesday,3212,9.36999988555908,12015
8583815059,Wednesday,2516,2.79999995231628,3588
8583815059,Thursday,3266,9.6899995803833,12427
8583815059,Saturday,2810,4.76999998092651,6117
8792009665,Tuesday,2044,1.63999998569489,2564
8792009665,Wednesday,1934,0.839999973773956,1320
8792009665,Thursday,1963,0.779999971389771,1219
8792009665,Friday,2009,1.5900000333786,2483
8792009665,Saturday,1721,0.159999996423721,244
8792009665,Thursday,1720,0.0900000035762787,144
8792009665,Tuesday,1928,0.850000023841858,1321
8792009665,Wednesday,2067,1.12999999523163,1758
8792009665,Thursday,2780,3.94000005722046,6157
8792009665,Sunday,1962,1.03999996185303,1619
8792009665,Monday,2015,1.16999995708466,1831
8792009665,Tuesday,2297,1.54999995231628,2421
8792009665,Wednesday,2067,1.46000003814697,2283
8877689391,Monday,2189,3.64000010490417,4790
1927972279,Sunday,2411,1.87000000476837,2704
2873212765,Saturday,2148,6.65000009536743,9685
2873212765,Sunday,1898,4.67999982833862,6873
4445114986,Tuesday,2291,4.40999984741211,6326
4445114986,Wednesday,2361,5.03000020980835,7243
8053475328,Saturday,2408,5.59000015258789,7135
8877689391,Friday,3934,7.17000007629395,13422
8877689391,Sunday,3455,15.7399997711182,16674
8877689391,Thursday,1849,6.11999988555908,8064
2022484408,Saturday,1995,4.71000003814697,6708
3372868164,Sunday,1964,5.88000011444092,8199
3372868164,Saturday,1995,5.07000017166138,7396
3372868164,Tuesday,2057,5.78999996185303,8283
4445114986,Tuesday,2421,5.17999982833862,7502
8253242879,Tuesday,2044,7.15999984741211,9033
8583815059,Sunday,2596,3.51999998092651,4512
8877689391,Friday,3427,16.3099994659424,18258
2022484408,Thursday,2312,7.5,10690
2022484408,Monday,2770,10.0699996948242,14131
3372868164,Wednesday,1867,3.32999992370605,4880
6290855005,Monday,2771,5.90000009536743,7802
8053475328,Friday,2655,8.28999996185303,10520
8378563200,Thursday,3783,6.78999996185303,8567
8877689391,Tuesday,2860,8.43000030517578,11101
8877689391,Tuesday,2817,8.21000003814697,10818
1644430081,Friday,2750,3.82999992370605,5263
3372868164,Saturday,1946,3.57999992370605,5250
4388161847,Monday,3147,8.39999961853027,10096
4445114986,Monday,2336,4.75,6910
4445114986,Saturday,2123,3.58999991416931,5183
6962181067,Wednesday,2174,9.55000019073486,13928
7086361926,Thursday,1199,2.55999994277954,3789
8253242879,Sunday,1976,7.13000011444092,8905
8378563200,Wednesday,3061,5.84000015258789,7359
8378563200,Monday,3491,4.80999994277954,6064
8583815059,Monday,2947,7.69999980926514,9877
8877689391,Saturday,4398,26.7199993133545,27745
8877689391,Sunday,2847,8.10999965667725,10686
1503960366,Sunday,1788,6.40999984741211,10039
2022484408,Wednesday,2601,8.5,12024
2320127002,Monday,1654,2.42000007629395,3588
2873212765,Wednesday,2094,6.30000019073486,9202
2873212765,Saturday,2021,6.34999990463257,9317
2873212765,Tuesday,1882,5.53999996185303,8242
2873212765,Friday,1910,4.75,7063
4020332650,Monday,2785,3.26999998092651,4556
4319703577,Sunday,1880,2.74000000953674,4081
4388161847,Saturday,3306,10.1800003051758,13236
4558609924,Saturday,2085,4.55000019073486,6890
4702921684,Thursday,3006,6.98999977111816,8614
6775888955,Saturday,1032,1.4099999666214,1967
8053475328,Thursday,3411,15.9700002670288,20159
8053475328,Wednesday,3043,12.1899995803833,15108
8053475328,Tuesday,2846,9.61999988555908,12685
8253242879,Sunday,2112,7.90999984741211,10204
8253242879,Wednesday,2008,8.18000030517578,10232
8378563200,Friday,3644,5.59000015258789,7045
8583815059,Wednesday,3142,9.72999954223633,12474
8877689391,Monday,2761,8.67000007629395,11423
8877689391,Friday,2698,7.3899998664856,9733
1503960366,Friday,1896,8.02999973297119,12159
1624580081,Monday,1497,4.92999982833862,7155
1644430081,Friday,3328,7.11999988555908,9787
1644430081,Monday,3008,4.82999992370605,6643
1927972279,Sunday,2324,1.45000004768372,2090
2320127002,Monday,1613,2.45000004768372,3634
2873212765,Monday,1890,5.23999977111816,7762
2873212765,Tuesday,1906,4.98000001907349,7412
4057192912,Friday,1527,2.95000004768372,3984
4445114986,Monday,2248,4.23999977111816,6155
4445114986,Thursday,2120,2.54999995231628,3800
5553957443,Thursday,741,2.03999996185303,3121
6117666160,Friday,2865,10.5900001525879,14019
7007744171,Thursday,2668,8.23999977111816,11179
7086361926,Tuesday,2772,8.40999984741211,11317
7086361926,Thursday,2463,6.17999982833862,9469
7086361926,Wednesday,2693,8.34000015258789,11107
8053475328,Saturday,2867,11.1099996566772,14549
8053475328,Monday,3133,12.6599998474121,17076
8053475328,Thursday,3103,12.5100002288818,16057
8378563200,Thursday,1976,3.61999988555908,4561
8877689391,Saturday,3891,7.42999982833862,11200
1624580081,Monday,1604,7.40999984741211,10536
1644430081,Monday,2580,2.73000001907349,3758
1844505072,Sunday,1541,1.70000004768372,2573
2022484408,Tuesday,2489,8.52999973297119,11548
2320127002,Monday,1905,4.42000007629395,6559
2347167796,Sunday,1882,3.61999988555908,5472
2347167796,Tuesday,2346,4.44000005722046,6711
2873212765,Thursday,1835,5.40999984741211,7913
2873212765,Monday,1878,5.05999994277954,7525
3372868164,Monday,2014,4.6399998664856,6798
3372868164,Sunday,1921,4.59000015258789,6731
4558609924,Wednesday,1722,3.28999996185303,4978
6117666160,Tuesday,2450,7.21000003814697,9543
6962181067,Tuesday,2012,6.90000009536743,10433
6962181067,Wednesday,1855,4.44000005722046,6722
8053475328,Tuesday,3114,12.4799995422363,15929
8053475328,Wednesday,2809,9.39999961853027,12209
8877689391,Tuesday,3921,20.3999996185303,23186
1503960366,Thursday,1775,6.34000015258789,9819
1503960366,Sunday,1740,6.57999992370605,10060
1844505072,Sunday,1793,2.99000000953674,4525
1927972279,Monday,2505,2.61999988555908,3790
2022484408,Monday,2470,8.01000022888184,11369
2022484408,Monday,2473,7.28999996185303,10379
2026352035,Tuesday,1459,2.74000000953674,4414
2873212765,Wednesday,2004,5.11999988555908,7618
2873212765,Sunday,1529,1.70000004768372,2524
3372868164,Wednesday,2093,6.63000011444092,9715
3977333714,Thursday,1407,4.88000011444092,7114
4020332650,Wednesday,2645,2.65000009536743,3689
4319703577,Monday,2314,6.21000003814697,9259
4319703577,Thursday,2367,7.28000020980835,10817
4388161847,Monday,3274,9.10000038146973,11009
4388161847,Sunday,2885,7.88000011444092,10243
4558609924,Thursday,2262,7.01000022888184,10611
4702921684,Friday,2896,5.28000020980835,6506
4702921684,Tuesday,2812,5.44000005722046,6708
5553957443,Sunday,1762,4.0,6083
5577150313,Tuesday,3795,8.25,11045
6962181067,Thursday,2182,8.35000038146973,12627
6962181067,Thursday,928,2.36999988555908,3587
7007744171,Tuesday,2937,10.289999961853,14172
8053475328,Tuesday,3186,14.1199998855591,18060
8053475328,Friday,3410,16.2399997711182,20669
8053475328,Friday,2794,9.64999961853027,12315
8053475328,Wednesday,2918,11.1499996185303,14581
8378563200,Wednesday,3787,7.44000005722046,9388
8792009665,Sunday,1799,0.259999990463257,400
8877689391,Wednesday,3808,20.6499996185303,23629
8877689391,Thursday,3060,11.3000001907349,14890
8877689391,Wednesday,3477,16.2999992370605,18193
1927972279,Thursday,2383,1.5,2163
2022484408,Friday,2525,8.02999973297119,11034
2320127002,Tuesday,2124,7.48999977111816,10725
2347167796,Wednesday,2194,7.57999992370605,11423
3372868164,Thursday,2124,6.07000017166138,8857
3977333714,Monday,1570,8.47999954223633,11177
4319703577,Thursday,2302,6.88000011444092,10210
4319703577,Monday,1632,1.54999995231628,2276
4388161847,Saturday,3073,5.05999994277954,6580
4388161847,Thursday,2969,7.75,10074
4558609924,Tuesday,1876,3.5699999332428,5401
4702921684,Thursday,3033,7.32000017166138,9023
5553957443,Monday,1996,6.38000011444092,9769
5553957443,Friday,1916,6.28999996185303,9632
5577150313,Wednesday,2755,3.89000010490417,5206
8053475328,Monday,3403,15.6899995803833,20500
8053475328,Thursday,3062,12.3999996185303,15447
8053475328,Thursday,2950,11.5100002288818,14990
1503960366,Saturday,1863,8.15999984741211,12669
2022484408,Friday,2638,9.32999992370605,12954
2320127002,Thursday,1610,2.28999996185303,3404
2320127002,Tuesday,1878,5.01999998092651,7443
2873212765,Thursday,1970,5.98000001907349,8859
3977333714,Wednesday,1377,5.03999996185303,7193
4558609924,Monday,2225,5.34999990463257,8095
4558609924,Tuesday,1953,3.48000001907349,5267
6117666160,Wednesday,2536,8.02000045776367,10449
8053475328,Wednesday,2852,9.81999969482422,12422
8053475328,Tuesday,2926,11.3599996566772,14810
8378563200,Monday,4157,10.8100004196167,13630
8378563200,Saturday,2908,4.53000020980835,5709
8378563200,Thursday,2884,4.30000019073486,5417
8378563200,Sunday,3369,9.0600004196167,11419
8378563200,Wednesday,3110,6.23999977111816,7875
8378563200,Wednesday,3788,7.25,9143
8583815059,Tuesday,2668,4.44000005722046,5697
8792009665,Wednesday,2188,2.00999999046326,3147
1503960366,Thursday,1776,6.73999977111816,10460
1503960366,Wednesday,2159,12.210000038147,18134
1503960366,Monday,1819,7.71999979019165,12022
2022484408,Saturday,2177,7.09000015258789,10100
2320127002,Tuesday,1811,4.03999996185303,5997
2320127002,Wednesday,1922,4.84999990463257,7192
2347167796,Monday,2095,6.38000011444092,9482
2873212765,Saturday,1897,3.38000011444092,4940
4020332650,Monday,2207,0.340000003576279,475
4319703577,Monday,2270,6.23999977111816,9261
4319703577,Friday,2266,6.42000007629395,9524
4558609924,Thursday,2185,6.25,9451
5577150313,Wednesday,2551,3.78999996185303,5077
5577150313,Monday,2489,2.55999994277954,3421
8253242879,Wednesday,1935,6.09999990463257,8053
8877689391,Tuesday,2832,8.14999961853027,10733
1503960366,Wednesday,1786,6.67999982833862,10544
1503960366,Friday,1837,7.15000009536743,11181
1644430081,Thursday,2463,3.19000005722046,4363
1844505072,Monday,1814,3.03999996185303,4597
3977333714,Friday,1481,5.96000003814697,8911
4319703577,Tuesday,2260,6.36999988555908,9487
4388161847,Thursday,3069,7.73000001907349,10055
4558609924,Saturday,1997,4.82000017166138,7289
4702921684,Monday,2990,6.67999982833862,8232
6290855005,Sunday,3171,5.94000005722046,7851
7007744171,Wednesday,2830,10.2200002670288,13541
7086361926,Wednesday,2655,8.3100004196167,10988
8053475328,Wednesday,3140,13.3500003814697,16433
8053475328,Monday,2765,9.38000011444092,12465
8378563200,Friday,4044,9.67000007629395,12200
8877689391,Sunday,2786,8.31999969482422,10930
8877689391,Wednesday,3832,19.5599994659424,21420
1503960366,Tuesday,1985,8.5,13162
1644430081,Sunday,3011,6.36999988555908,8757
1844505072,Thursday,2062,5.32000017166138,8054
2347167796,Tuesday,2344,6.82999992370605,10113
3372868164,Wednesday,2095,5.42000007629395,7904
4319703577,Wednesday,2282,7.01999998092651,10429
5553957443,Tuesday,2026,7.57000017166138,11596
5553957443,Thursday,1999,7.63000011444092,11393
6775888955,Monday,2484,4.6399998664856,6474
6775888955,Thursday,1993,0.5,703
7007744171,Friday,2553,7.67000007629395,11459
7086361926,Wednesday,2997,10.6400003433228,14365
8378563200,Monday,3721,6.65000009536743,8382
8378563200,Tuesday,3586,5.21999979019165,6582
8877689391,Thursday,3793,18.9799995422363,21129
8877689391,Tuesday,3676,17.3999996185303,18785
8877689391,Thursday,3659,17.6200008392334,19377
1503960366,Monday,2013,9.80000019073486,15355
2022484408,Tuesday,2390,8.34000015258789,11875
4319703577,Monday,2345,6.96000003814697,10378
4388161847,Wednesday,3092,8.44999980926514,10993
4388161847,Tuesday,3061,7.92000007629395,10299
4558609924,Wednesday,2098,6.32000017166138,9557
6962181067,Tuesday,1994,6.73999977111816,10199
6962181067,Sunday,1659,2.76999998092651,4188
7007744171,Monday,2642,9.18000030517578,13041
7086361926,Thursday,2386,5.59999990463257,8564
8053475328,Saturday,3554,17.1900005340576,22359
8053475328,Sunday,3589,17.6499996185303,22026
8253242879,Tuesday,1813,3.03999996185303,4562
8253242879,Friday,1854,4.26000022888184,6260
8378563200,Wednesday,4079,9.81999969482422,12386
8792009665,Friday,3101,5.34999990463257,8360
1503960366,Monday,2004,9.71000003814697,14727
1644430081,Saturday,2677,4.82999992370605,6637
4020332650,Tuesday,3654,6.11999988555908,8539
4319703577,Wednesday,2135,5.5,8204
4388161847,Sunday,2926,7.8899998664856,10255
4558609924,Monday,2116,5.90999984741211,8940
