Id,ActivityHour,weekday,hour,Calories
8053475328,2016-05-10T14:00:00,Tuesday,14,129.0
8053475328,2016-04-19T18:00:00,Tuesday,18,145.0
8053475328,2016-05-11T17:00:00,Wednesday,17,145.0
8053475328,2016-04-14T12:00:00,Thursday,12,153.0
8053475328,2016-05-07T15:00:00,Saturday,15,153.0
8053475328,2016-04-15T22:00:00,Friday,22,169.0
8053475328,2016-04-17T23:00:00,Sunday,23,185.0
8053475328,2016-05-07T22:00:00,Saturday,22,225.0
8053475328,2016-04-14T20:00:00,Thursday,20,258.0
8053475328,2016-04-14T18:00:00,Thursday,18,338.0
8053475328,2016-04-18T22:00:00,Monday,22,354.0
8053475328,2016-04-22T13:00:00,Friday,13,370.0
8053475328,2016-05-04T14:00:00,Wednesday,14,370.0
8053475328,2016-04-18T19:00:00,Monday,19,386.0
8053475328,2016-04-25T19:00:00,Monday,19,386.0
8053475328,2016-05-07T19:00:00,Saturday,19,402.0
8053475328,2016-04-16T19:00:00,Saturday,19,612.0
8053475328,2016-04-29T18:00:00,Friday,18,259.0
8053475328,2016-04-14T14:00:00,Thursday,14,275.0
8053475328,2016-05-10T13:00:00,Tuesday,13,339.0
8053475328,2016-05-04T19:00:00,Wednesday,19,355.0
8053475328,2016-04-12T03:00:00,Tuesday,3,73.0
8053475328,2016-04-12T04:00:00,Tuesday,4,73.0
8053475328,2016-04-12T05:00:00,Tuesday,5,73.0
8053475328,2016-04-12T06:00:00,Tuesday,6,73.0
8053475328,2016-04-12T07:00:00,Tuesday,7,73.0
8053475328,2016-04-12T08:00:00,Tuesday,8,73.0
8053475328,2016-04-12T09:00:00,Tuesday,9,73.0
8053475328,2016-04-12T10:00:00,Tuesday,10,73.0
8053475328,2016-04-13T02:00:00,Wednesday,2,73.0
8053475328,2016-04-13T03:00:00,Wednesday,3,73.0
8053475328,2016-04-13T04:00:00,Wednesday,4,73.0
8053475328,2016-04-13T05:00:00,Wednesday,5,73.0
8053475328,2016-04-13T06:00:00,Wednesday,6,73.0
8053475328,2016-04-13T07:00:00,Wednesday,7,73.0
8053475328,2016-04-13T08:00:00,Wednesday,8,73.0
8053475328,2016-04-13T09:00:00,Wednesday,9,73.0
8053475328,2016-04-13T15:00:00,Wednesday,15,73.0
8053475328,2016-04-14T03:00:00,Thursday,3,73.0
8053475328,2016-04-14T04:00:00,Thursday,4,73.0
8053475328,2016-04-14T05:00:00,Thursday,5,73.0
8053475328,2016-04-14T06:00:00,Thursday,6,73.0
8053475328,2016-04-14T07:00:00,Thursday,7,73.0
8053475328,2016-04-14T08:00:00,Thursday,8,73.0
8053475328,2016-04-14T09:00:00,Thursday,9,73.0
8053475328,2016-04-15T03:00:00,Friday,3,73.0
8053475328,2016-04-15T04:00:00,Friday,4,73.0
8053475328,2016-04-15T05:00:00,Friday,5,73.0
8053475328,2016-04-15T06:00:00,Friday,6,73.0
8053475328,2016-04-15T07:00:00,Friday,7,73.0
8053475328,2016-04-15T08:00:00,Friday,8,73.0
8053475328,2016-04-15T09:00:00,Friday,9,73.0
8053475328,2016-04-15T10:00:00,Friday,10,73.0
8053475328,2016-04-15T23:00:00,Friday,23,73.0
8053475328,2016-04-16T00:00:00,Saturday,0,73.0
8053475328,2016-04-16T01:00:00,Saturday,1,73.0
8053475328,2016-04-16T02:00:00,Saturday,2,73.0
8053475328,2016-04-16T04:00:00,Saturday,4,73.0
8053475328,2016-04-16T05:00:00,Saturday,5,73.0
8053475328,2016-04-16T06:00:00,Saturday,6,73.0
8053475328,2016-04-16T07:00:00,Saturday,7,73.0
8053475328,2016-04-16T08:00:00,Saturday,8,73.0
8053475328,2016-04-16T09:00:00,Saturday,9,73.0
8053475328,2016-04-16T10:00:00,Saturday,10,73.0
8053475328,2016-04-16T23:00:00,Saturday,23,73.0
8053475328,2016-04-17T00:00:00,Sunday,0,73.0
8053475328,2016-04-17T01:00:00,Sunday,1,73.0
8053475328,2016-04-17T02:00:00,Sunday,2,73.0
8053475328,2016-04-17T03:00:00,Sunday,3,73.0
8053475328,2016-04-17T05:00:00,Sunday,5,73.0
8053475328,2016-04-17T06:00:00,Sunday,6,73.0
8053475328,2016-04-17T07:00:00,Sunday,7,73.0
8053475328,2016-04-17T08:00:00,Sunday,8,73.0
8053475328,2016-04-17T09:00:00,Sunday,9,73.0
8053475328,2016-04-17T10:00:00,Sunday,10,73.0
8053475328,2016-04-17T11:00:00,Sunday,11,73.0
8053475328,2016-04-17T12:00:00,Sunday,12,73.0
8053475328,2016-04-18T03:00:00,Monday,3,73.0
8053475328,2016-04-18T04:00:00,Monday,4,73.0
8053475328,2016-04-18T05:00:00,Monday,5,73.0
8053475328,2016-04-18T06:00:00,Monday,6,73.0
8053475328,2016-04-18T07:00:00,Monday,7,73.0
8053475328,2016-04-18T08:00:00,Monday,8,73.0
8053475328,2016-04-18T09:00:00,Monday,9,73.0
8053475328,2016-04-18T10:00:00,Monday,10,73.0
8053475328,2016-04-19T02:00:00,Tuesday,2,73.0
8053475328,2016-04-19T03:00:00,Tuesday,3,73.0
8053475328,2016-04-19T04:00:00,Tuesday,4,73.0
8053475328,2016-04-19T05:00:00,Tuesday,5,73.0
8053475328,2016-04-19T06:00:00,Tuesday,6,73.0
8053475328,2016-04-19T07:00:00,Tuesday,7,73.0
8053475328,2016-04-19T08:00:00,Tuesday,8,73.0
8053475328,2016-04-19T09:00:00,Tuesday,9,73.0
8053475328,2016-04-19T10:00:00,Tuesday,10,73.0
8053475328,2016-04-20T03:00:00,Wednesday,3,73.0
8053475328,2016-04-20T04:00:00,Wednesday,4,73.0
8053475328,2016-04-20T05:00:00,Wednesday,5,73.0
8053475328,2016-04-20T06:00:00,Wednesday,6,73.0
8053475328,2016-04-20T07:00:00,Wednesday,7,73.0
8053475328,2016-04-20T08:00:00,Wednesday,8,73.0
8053475328,2016-04-20T09:00:00,Wednesday,9,73.0
8053475328,2016-04-21T03:00:00,Thursday,3,73.0
8053475328,2016-04-21T04:00:00,Thursday,4,73.0
8053475328,2016-04-21T05:00:00,Thursday,5,73.0
8053475328,2016-04-21T06:00:00,Thursday,6,73.0
8053475328,2016-04-21T07:00:00,Thursday,7,73.0
8053475328,2016-04-21T08:00:00,Thursday,8,73.0
8053475328,2016-04-21T09:00:00,Thursday,9,73.0
8053475328,2016-04-22T03:00:00,Friday,3,73.0
8053475328,2016-04-22T04:00:00,Friday,4,73.0
8053475328,2016-04-22T05:00:00,Friday,5,73.0
8053475328,2016-04-22T06:00:00,Friday,6,73.0
8053475328,2016-04-22T07:00:00,Friday,7,73.0
8053475328,2016-04-22T08:00:00,Friday,8,73.0
8053475328,2016-04-22T09:00:00,Friday,9,73.0
8053475328,2016-04-22T10:00:00,Friday,10,73.0
8053475328,2016-04-23T04:00:00,Saturday,4,73.0
8053475328,2016-04-23T05:00:00,Saturday,5,73.0
8053475328,2016-04-23T06:00:00,Saturday,6,73.0
8053475328,2016-04-23T07:00:00,Saturday,7,73.0
8053475328,2016-04-23T08:00:00,Saturday,8,73.0
8053475328,2016-04-23T09:00:00,Saturday,9,73.0
8053475328,2016-04-23T10:00:00,Saturday,10,73.0
8053475328,2016-04-23T11:00:00,Saturday,11,73.0
8053475328,2016-04-24T03:00:00,Sunday,3,73.0
8053475328,2016-04-24T04:00:00,Sunday,4,73.0
8053475328,2016-04-24T05:00:00,Sunday,5,73.0
8053475328,2016-04-24T06:00:00,Sunday,6,73.0
8053475328,2016-04-24T07:00:00,Sunday,7,73.0
8053475328,2016-04-24T08:00:00,Sunday,8,73.0
8053475328,2016-04-24T09:00:00,Sunday,9,73.0
8053475328,2016-04-24T10:00:00,Sunday,10,73.0
8053475328,2016-04-24T11:00:00,Sunday,11,73.0
8053475328,2016-04-24T12:00:00,Sunday,12,73.0
8053475328,2016-04-25T00:00:00,Monday,0,73.0
8053475328,2016-04-25T02:00:00,Monday,2,73.0
8053475328,2016-04-25T03:00:00,Monday,3,73.0
8053475328,2016-04-25T04:00:00,Monday,4,73.0
8053475328,2016-04-25T05:00:00,Monday,5,73.0
8053475328,2016-04-25T06:00:00,Monday,6,73.0
8053475328,2016-04-25T07:00:00,Monday,7,73.0
8053475328,2016-04-25T08:00:00,Monday,8,73.0
8053475328,2016-04-25T09:00:00,Monday,9,73.0
8053475328,2016-04-26T03:00:00,Tuesday,3,73.0
8053475328,2016-04-26T04:00:00,Tuesday,4,73.0
8053475328,2016-04-26T05:00:00,Tuesday,5,73.0
8053475328,2016-04-26T06:00:00,Tuesday,6,73.0
8053475328,2016-04-26T07:00:00,Tuesday,7,73.0
8053475328,2016-04-26T08:00:00,Tuesday,8,73.0
8053475328,2016-04-26T09:00:00,Tuesday,9,73.0
8053475328,2016-04-27T00:00:00,Wednesday,0,73.0
8053475328,2016-04-27T03:00:00,Wednesday,3,73.0
8053475328,2016-04-27T04:00:00,Wednesday,4,73.0
8053475328,2016-04-27T05:00:00,Wednesday,5,73.0
8053475328,2016-04-27T06:00:00,Wednesday,6,73.0
8053475328,2016-04-27T07:00:00,Wednesday,7,73.0
8053475328,2016-04-27T08:00:00,Wednesday,8,73.0
8053475328,2016-04-27T09:00:00,Wednesday,9,73.0
8053475328,2016-04-27T15:00:00,Wednesday,15,73.0
8053475328,2016-04-28T00:00:00,Thursday,0,73.0
8053475328,2016-04-28T01:00:00,Thursday,1,73.0
8053475328,2016-04-28T02:00:00,Thursday,2,73.0
8053475328,2016-04-28T03:00:00,Thursday,3,73.0
8053475328,2016-04-28T04:00:00,Thursday,4,73.0
8053475328,2016-04-28T05:00:00,Thursday,5,73.0
8053475328,2016-04-28T06:00:00,Thursday,6,73.0
8053475328,2016-04-28T07:00:00,Thursday,7,73.0
8053475328,2016-04-28T08:00:00,Thursday,8,73.0
8053475328,2016-04-28T09:00:00,Thursday,9,73.0
8053475328,2016-04-28T10:00:00,Thursday,10,73.0
8053475328,2016-04-29T03:00:00,Friday,3,73.0
8053475328,2016-04-29T04:00:00,Friday,4,73.0
8053475328,2016-04-29T05:00:00,Friday,5,73.0
8053475328,2016-04-29T06:00:00,Friday,6,73.0
8053475328,2016-04-29T07:00:00,Friday,7,73.0
8053475328,2016-04-29T08:00:00,Friday,8,73.0
8053475328,2016-04-29T09:00:00,Friday,9,73.0
8053475328,2016-04-29T10:00:00,Friday,10,73.0
8053475328,2016-04-30T05:00:00,Saturday,5,73.0
8053475328,2016-04-30T06:00:00,Saturday,6,73.0
8053475328,2016-04-30T07:00:00,Saturday,7,73.0
8053475328,2016-04-30T08:00:00,Saturday,8,73.0
8053475328,2016-04-30T09:00:00,Saturday,9,73.0
8053475328,2016-04-30T10:00:00,Saturday,10,73.0
8053475328,2016-04-30T11:00:00,Saturday,11,73.0
8053475328,2016-05-01T00:00:00,Sunday,0,73.0
8053475328,2016-05-01T01:00:00,Sunday,1,73.0
8053475328,2016-05-01T02:00:00,Sunday,2,73.0
8053475328,2016-05-01T03:00:00,Sunday,3,73.0
8053475328,2016-05-01T04:00:00,Sunday,4,73.0
8053475328,2016-05-01T05:00:00,Sunday,5,73.0
8053475328,2016-05-01T06:00:00,Sunday,6,73.0
8053475328,2016-05-01T08:00:00,Sunday,8,73.0
8053475328,2016-05-01T09:00:00,Sunday,9,73.0
8053475328,2016-05-01T10:00:00,Sunday,10,73.0
8053475328,2016-05-01T11:00:00,Sunday,11,73.0
8053475328,2016-05-01T12:00:00,Sunday,12,73.0
8053475328,2016-05-01T16:00:00,Sunday,16,73.0
8053475328,2016-05-01T17:00:00,Sunday,17,73.0
8053475328,2016-05-01T18:00:00,Sunday,18,73.0
8053475328,2016-05-01T19:00:00,Sunday,19,73.0
8053475328,2016-05-01T20:00:00,Sunday,20,73.0
8053475328,2016-05-01T21:00:00,Sunday,21,73.0
8053475328,2016-05-01T22:00:00,Sunday,22,73.0
8053475328,2016-05-01T23:00:00,Sunday,23,73.0
8053475328,2016-05-02T00:00:00,Monday,0,73.0
8053475328,2016-05-02T01:00:00,Monday,1,73.0
8053475328,2016-05-02T02:00:00,Monday,2,73.0
8053475328,2016-05-02T03:00:00,Monday,3,73.0
8053475328,2016-05-02T04:00:00,Monday,4,73.0
8053475328,2016-05-02T05:00:00,Monday,5,73.0
8053475328,2016-05-02T07:00:00,Monday,7,73.0
8053475328,2016-05-02T08:00:00,Monday,8,73.0
8053475328,2016-05-02T09:00:00,Monday,9,73.0
8053475328,2016-05-02T10:00:00,Monday,10,73.0
8053475328,2016-05-02T11:00:00,Monday,11,73.0
8053475328,2016-05-02T12:00:00,Monday,12,73.0
8053475328,2016-05-02T13:00:00,Monday,13,73.0
8053475328,2016-05-02T14:00:00,Monday,14,73.0
8053475328,2016-05-02T15:00:00,Monday,15,73.0
8053475328,2016-05-02T16:00:00,Monday,16,73.0
8053475328,2016-05-03T02:00:00,Tuesday,2,73.0
8053475328,2016-05-03T03:00:00,Tuesday,3,73.0
8053475328,2016-05-03T04:00:00,Tuesday,4,73.0
8053475328,2016-05-03T05:00:00,Tuesday,5,73.0
8053475328,2016-05-03T06:00:00,Tuesday,6,73.0
8053475328,2016-05-03T07:00:00,Tuesday,7,73.0
8053475328,2016-05-03T08:00:00,Tuesday,8,73.0
8053475328,2016-05-03T09:00:00,Tuesday,9,73.0
8053475328,2016-05-03T10:00:00,Tuesday,10,73.0
8053475328,2016-05-03T11:00:00,Tuesday,11,73.0
8053475328,2016-05-04T03:00:00,Wednesday,3,73.0
8053475328,2016-05-04T04:00:00,Wednesday,4,73.0
8053475328,2016-05-04T05:00:00,Wednesday,5,73.0
8053475328,2016-05-04T06:00:00,Wednesday,6,73.0
8053475328,2016-05-04T07:00:00,Wednesday,7,73.0
8053475328,2016-05-04T08:00:00,Wednesday,8,73.0
8053475328,2016-05-04T09:00:00,Wednesday,9,73.0
8053475328,2016-05-04T10:00:00,Wednesday,10,73.0
8053475328,2016-05-04T11:00:00,Wednesday,11,73.0
8053475328,2016-05-05T03:00:00,Thursday,3,73.0
8053475328,2016-05-05T04:00:00,Thursday,4,73.0
8053475328,2016-05-05T05:00:00,Thursday,5,73.0
8053475328,2016-05-05T06:00:00,Thursday,6,73.0
8053475328,2016-05-05T07:00:00,Thursday,7,73.0
8053475328,2016-05-05T08:00:00,Thursday,8,73.0
8053475328,2016-05-05T09:00:00,Thursday,9,73.0
8053475328,2016-05-05T10:00:00,Thursday,10,73.0
8053475328,2016-05-06T03:00:00,Friday,3,73.0
8053475328,2016-05-06T04:00:00,Friday,4,73.0
8053475328,2016-05-06T05:00:00,Friday,5,73.0
8053475328,2016-05-06T06:00:00,Friday,6,73.0
8053475328,2016-05-06T07:00:00,Friday,7,73.0
8053475328,2016-05-06T08:00:00,Friday,8,73.0
8053475328,2016-05-06T09:00:00,Friday,9,73.0
8053475328,2016-05-06T10:00:00,Friday,10,73.0
8053475328,2016-05-06T11:00:00,Friday,11,73.0
8053475328,2016-05-06T12:00:00,Friday,12,73.0
8053475328,2016-05-06T15:00:00,Friday,15,73.0
8053475328,2016-05-06T16:00:00,Friday,16,73.0
8053475328,2016-05-06T20:00:00,Friday,20,73.0
8053475328,2016-05-07T01:00:00,Saturday,1,73.0
8053475328,2016-05-07T02:00:00,Saturday,2,73.0
8053475328,2016-05-07T03:00:00,Saturday,3,73.0
8053475328,2016-05-07T05:00:00,Saturday,5,73.0
8053475328,2016-05-07T06:00:00,Saturday,6,73.0
8053475328,2016-05-07T07:00:00,Saturday,7,73.0
8053475328,2016-05-07T08:00:00,Saturday,8,73.0
8053475328,2016-05-07T09:00:00,Saturday,9,73.0
8053475328,2016-05-07T10:00:00,Saturday,10,73.0
8053475328,2016-05-07T11:00:00,Saturday,11,73.0
8053475328,2016-05-07T12:00:00,Saturday,12,73.0
8053475328,2016-05-07T20:00:00,Saturday,20,73.0
8053475328,2016-05-08T05:00:00,Sunday,5,73.0
8053475328,2016-05-08T06:00:00,Sunday,6,73.0
8053475328,2016-05-08T07:00:00,Sunday,7,73.0
8053475328,2016-05-08T08:00:00,Sunday,8,73.0
8053475328,2016-05-08T09:00:00,Sunday,9,73.0
8053475328,2016-05-08T10:00:00,Sunday,10,73.0
8053475328,2016-05-08T11:00:00,Sunday,11,73.0
8053475328,2016-05-09T02:00:00,Monday,2,73.0
8053475328,2016-05-09T04:00:00,Monday,4,73.0
8053475328,2016-05-09T05:00:00,Monday,5,73.0
8053475328,2016-05-09T06:00:00,Monday,6,73.0
8053475328,2016-05-09T07:00:00,Monday,7,73.0
8053475328,2016-05-09T08:00:00,Monday,8,73.0
8053475328,2016-05-09T09:00:00,Monday,9,73.0
8053475328,2016-05-09T10:00:00,Monday,10,73.0
8053475328,2016-05-09T11:00:00,Monday,11,73.0
8053475328,2016-05-10T03:00:00,Tuesday,3,73.0
8053475328,2016-05-10T04:00:00,Tuesday,4,73.0
8053475328,2016-05-10T05:00:00,Tuesday,5,73.0
8053475328,2016-05-10T06:00:00,Tuesday,6,73.0
8053475328,2016-05-10T07:00:00,Tuesday,7,73.0
8053475328,2016-05-10T08:00:00,Tuesday,8,73.0
8053475328,2016-05-10T09:00:00,Tuesday,9,73.0
8053475328,2016-05-10T10:00:00,Tuesday,10,73.0
8053475328,2016-05-11T05:00:00,Wednesday,5,73.0
8053475328,2016-05-11T06:00:00,Wednesday,6,73.0
8053475328,2016-05-11T07:00:00,Wednesday,7,73.0
8053475328,2016-05-11T08:00:00,Wednesday,8,73.0
8053475328,2016-05-11T09:00:00,Wednesday,9,73.0
8053475328,2016-05-11T10:00:00,Wednesday,10,73.0
8053475328,2016-05-12T01:00:00,Thursday,1,73.0
8053475328,2016-05-12T03:00:00,Thursday,3,73.0
8053475328,2016-05-12T04:00:00,Thursday,4,73.0
8053475328,2016-05-12T05:00:00,Thursday,5,73.0
8053475328,2016-05-12T06:00:00,Thursday,6,73.0
8053475328,2016-05-12T07:00:00,Thursday,7,73.0
8053475328,2016-05-12T08:00:00,Thursday,8,73.0
8053475328,2016-05-12T09:00:00,Thursday,9,73.0
8053475328,2016-05-12T10:00:00,Thursday,10,73.0
8053475328,2016-05-12T11:00:00,Thursday,11,73.0
8053475328,2016-04-12T01:00:00,Tuesday,1,77.0
8053475328,2016-04-16T03:00:00,Saturday,3,77.0
8053475328,2016-04-19T20:00:00,Tuesday,20,77.0
8053475328,2016-04-20T00:00:00,Wednesday,0,77.0
8053475328,2016-04-24T00:00:00,Sunday,0,77.0
8053475328,2016-04-30T02:00:00,Saturday,2,77.0
8053475328,2016-04-30T14:00:00,Saturday,14,77.0
8053475328,2016-05-09T20:00:00,Monday,20,77.0
8053475328,2016-05-09T22:00:00,Monday,22,77.0
8053475328,2016-05-10T20:00:00,Tuesday,20,77.0
8053475328,2016-05-11T19:00:00,Wednesday,19,77.0
8053475328,2016-05-12T13:00:00,Thursday,13,77.0
8053475328,2016-04-14T00:00:00,Thursday,0,81.0
8053475328,2016-04-16T16:00:00,Saturday,16,81.0
8053475328,2016-04-20T02:00:00,Wednesday,2,81.0
8053475328,2016-04-20T20:00:00,Wednesday,20,81.0
8053475328,2016-04-21T02:00:00,Thursday,2,81.0
8053475328,2016-04-22T14:00:00,Friday,14,81.0
8053475328,2016-05-05T16:00:00,Thursday,16,81.0
8053475328,2016-05-11T00:00:00,Wednesday,0,81.0
8053475328,2016-05-12T02:00:00,Thursday,2,81.0
8053475328,2016-04-14T21:00:00,Thursday,21,85.0
8053475328,2016-04-23T00:00:00,Saturday,0,85.0
8053475328,2016-04-27T16:00:00,Wednesday,16,85.0
8053475328,2016-05-10T12:00:00,Tuesday,12,85.0
8053475328,2016-04-12T11:00:00,Tuesday,11,89.0
8053475328,2016-04-12T16:00:00,Tuesday,16,89.0
8053475328,2016-04-16T17:00:00,Saturday,17,89.0
8053475328,2016-04-21T15:00:00,Thursday,15,89.0
8053475328,2016-04-22T15:00:00,Friday,15,89.0
8053475328,2016-04-24T01:00:00,Sunday,1,89.0
8053475328,2016-04-28T15:00:00,Thursday,15,89.0
8053475328,2016-04-29T23:00:00,Friday,23,89.0
8053475328,2016-05-04T00:00:00,Wednesday,0,89.0
8053475328,2016-05-08T04:00:00,Sunday,4,89.0
8053475328,2016-04-15T12:00:00,Friday,12,93.0
8053475328,2016-04-17T13:00:00,Sunday,13,93.0
8053475328,2016-04-18T23:00:00,Monday,23,93.0
8053475328,2016-04-21T01:00:00,Thursday,1,93.0
8053475328,2016-04-22T17:00:00,Friday,17,93.0
8053475328,2016-04-28T17:00:00,Thursday,17,93.0
8053475328,2016-04-30T19:00:00,Saturday,19,93.0
8053475328,2016-05-04T13:00:00,Wednesday,13,93.0
8053475328,2016-05-05T13:00:00,Thursday,13,93.0
8053475328,2016-05-08T12:00:00,Sunday,12,93.0
8053475328,2016-04-16T11:00:00,Saturday,11,97.0
8053475328,2016-04-17T16:00:00,Sunday,16,97.0
8053475328,2016-04-22T16:00:00,Friday,16,97.0
8053475328,2016-04-26T01:00:00,Tuesday,1,97.0
8053475328,2016-04-29T20:00:00,Friday,20,97.0
8053475328,2016-05-07T13:00:00,Saturday,13,97.0
8053475328,2016-04-18T01:00:00,Monday,1,101.0
8053475328,2016-04-29T02:00:00,Friday,2,101.0
8053475328,2016-05-10T15:00:00,Tuesday,15,101.0
8053475328,2016-04-13T12:00:00,Wednesday,12,105.0
8053475328,2016-05-10T16:00:00,Tuesday,16,105.0
8053475328,2016-04-21T10:00:00,Thursday,10,109.0
8053475328,2016-04-26T15:00:00,Tuesday,15,109.0
8053475328,2016-05-01T15:00:00,Sunday,15,109.0
8053475328,2016-05-03T15:00:00,Tuesday,15,113.0
8053475328,2016-05-03T20:00:00,Tuesday,20,117.0
8053475328,2016-04-28T18:00:00,Thursday,18,121.0
8053475328,2016-05-04T12:00:00,Wednesday,12,121.0
8053475328,2016-04-18T17:00:00,Monday,17,125.0
8053475328,2016-04-20T17:00:00,Wednesday,17,125.0
8053475328,2016-04-29T12:00:00,Friday,12,125.0
8053475328,2016-05-01T14:00:00,Sunday,14,125.0
8053475328,2016-04-13T11:00:00,Wednesday,11,130.0
8053475328,2016-04-21T17:00:00,Thursday,17,130.0
8053475328,2016-04-25T10:00:00,Monday,10,130.0
8053475328,2016-05-11T12:00:00,Wednesday,12,146.0
8053475328,2016-04-17T18:00:00,Sunday,18,154.0
8053475328,2016-04-28T12:00:00,Thursday,12,154.0
8053475328,2016-05-07T18:00:00,Saturday,18,154.0
8053475328,2016-04-26T12:00:00,Tuesday,12,162.0
8053475328,2016-04-28T13:00:00,Thursday,13,186.0
