Id,weekday,hour,Value
2026352035,Monday,18,70
2026352035,Monday,19,70
2026352035,Monday,16,70
2026352035,Sunday,5,71
2026352035,Sunday,6,71
2026352035,Monday,19,71
2026352035,Sunday,5,72
2026352035,Sunday,6,72
2026352035,Monday,18,72
2026352035,Monday,20,72
2026352035,Sunday,5,73
2026352035,Sunday,6,73
2026352035,Monday,18,73
2026352035,Monday,19,73
2026352035,Monday,20,73
2026352035,Monday,22,73
2026352035,Monday,16,73
2026352035,Sunday,6,74
2026352035,Monday,18,74
2026352035,Monday,19,74
2026352035,Sunday,6,75
2026352035,Monday,18,75
2026352035,Monday,19,75
2026352035,Sunday,6,76
2026352035,Monday,18,76
2026352035,Monday,19,76
2026352035,Monday,16,76
2026352035,Monday,18,77
2026352035,Monday,19,77
2026352035,Monday,20,77
2026352035,Sunday,6,78
2026352035,Monday,18,78
2026352035,Monday,19,78
2026352035,Monday,20,78
2026352035,Monday,16,78
2026352035,Sunday,6,79
2026352035,Monday,18,79
2026352035,Monday,19,79
2026352035,Monday,20,79
2026352035,Monday,16,79
2026352035,Sunday,6,80
2026352035,Monday,18,80
2026352035,Monday,19,80
2026352035,Monday,20,80
2026352035,Monday,16,80
2026352035,Monday,18,81
2026352035,Monday,19,81
2026352035,Monday,20,81
2026352035,Monday,16,81
2026352035,Monday,19,82
2026352035,Monday,16,82
2026352035,Monday,18,82
2026352035,Monday,10,83
2026352035,Monday,18,83
2026352035,Monday,19,83
2026352035,Monday,10,84
2026352035,Monday,19,84
2026352035,Monday,18,84
2026352035,Monday,10,85
2026352035,Monday,18,85
2026352035,Monday,19,85
2026352035,Monday,16,85
2026352035,Monday,10,86
2026352035,Monday,19,86
2026352035,Monday,16,86
2026352035,Monday,18,86
2026352035,Monday,10,87
2026352035,Monday,18,87
2026352035,Monday,19,87
2026352035,Monday,16,87
2026352035,Monday,10,88
2026352035,Monday,18,88
2026352035,Monday,19,88
2026352035,Monday,16,88
2026352035,Monday,10,89
2026352035,Monday,18,89
2026352035,Monday,19,89
2026352035,Monday,16,89
2026352035,Monday,17,89
2026352035,Monday,10,90
2026352035,Monday,18,90
2026352035,Monday,16,90
2026352035,Monday,17,90
2026352035,Monday,19,90
2026352035,Monday,10,91
2026352035,Monday,18,91
2026352035,Monday,16,91
2026352035,Monday,17,91
2026352035,Monday,19,91
2026352035,Monday,10,92
2026352035,Monday,18,92
2026352035,Monday,19,92
2026352035,Monday,16,92
2026352035,Monday,17,92
2026352035,Monday,9,93
2026352035,Monday,10,93
2026352035,Monday,11,93
2026352035,Monday,18,93
2026352035,Monday,19,93
2026352035,Monday,16,93
2026352035,Monday,17,93
2026352035,Monday,10,94
2026352035,Monday,11,94
2026352035,Monday,18,94
2026352035,Monday,16,94
2026352035,Monday,17,94
2026352035,Monday,19,94
2026352035,Monday,9,95
2026352035,Monday,10,95
2026352035,Monday,11,95
2026352035,Monday,18,95
2026352035,Monday,16,95
2026352035,Monday,17,95
2026352035,Monday,19,95
2026352035,Monday,10,96
2026352035,Monday,18,96
2026352035,Monday,16,96
2026352035,Monday,17,96
2026352035,Monday,19,96
2026352035,Monday,10,97
2026352035,Monday,11,97
2026352035,Monday,18,97
2026352035,Monday,16,97
2026352035,Monday,17,97
2026352035,Monday,19,97
2026352035,Monday,9,98
2026352035,Monday,10,98
2026352035,Monday,11,98
2026352035,Monday,16,98
2026352035,Monday,17,98
2026352035,Monday,18,98
2026352035,Monday,19,98
2026352035,Monday,10,99
2026352035,Monday,11,99
2026352035,Monday,18,99
2026352035,Monday,16,99
2026352035,Monday,17,99
2026352035,Monday,19,99
2026352035,Monday,9,100
2026352035,Monday,10,100
2026352035,Monday,11,100
2026352035,Monday,18,100
2026352035,Monday,16,100
2026352035,Monday,17,100
2026352035,Monday,19,100
2026352035,Monday,9,101
2026352035,Monday,10,101
2026352035,Monday,11,101
2026352035,Monday,18,101
2026352035,Monday,16,101
2026352035,Monday,17,101
2026352035,Monday,19,101
2026352035,Monday,9,102
2026352035,Monday,10,102
2026352035,Monday,11,102
2026352035,Monday,18,102
2026352035,Monday,16,102
2026352035,Monday,17,102
2026352035,Monday,19,102
2026352035,Monday,9,103
2026352035,Monday,10,103
2026352035,Monday,11,103
2026352035,Monday,18,103
2026352035,Monday,16,103
2026352035,Monday,17,103
2026352035,Monday,19,103
2026352035,Monday,9,104
2026352035,Monday,10,104
2026352035,Monday,11,104
2026352035,Monday,18,104
2026352035,Monday,16,104
2026352035,Monday,17,104
2026352035,Monday,19,104
2026352035,Monday,9,105
2026352035,Monday,10,105
2026352035,Monday,11,105
2026352035,Monday,18,105
2026352035,Monday,16,105
2026352035,Monday,17,105
2026352035,Monday,19,105
4558609924,Wednesday,11,106
4558609924,Wednesday,12,108
4558609924,Wednesday,12,106
4558609924,Wednesday,16,108
4558609924,Wednesday,16,113
4558609924,Wednesday,16,120
4558609924,Wednesday,16,126
4558609924,Wednesday,16,130
4558609924,Wednesday,16,133
4558609924,Wednesday,16,134
4558609924,Wednesday,16,135
4558609924,Wednesday,16,136
4558609924,Wednesday,16,137
4558609924,Wednesday,16,138
4558609924,Wednesday,16,140
4558609924,Wednesday,16,124
4558609924,Wednesday,16,116
4558609924,Wednesday,16,112
4558609924,Wednesday,16,107
4558609924,Wednesday,16,111
4558609924,Wednesday,16,114
4558609924,Wednesday,16,109
4558609924,Wednesday,16,115
4558609924,Wednesday,16,117
4558609924,Wednesday,16,125
4558609924,Wednesday,16,128
4558609924,Wednesday,16,122
4558609924,Wednesday,16,123
4558609924,Wednesday,16,129
4558609924,Wednesday,16,127
4558609924,Wednesday,16,132
4558609924,Wednesday,16,139
4558609924,Wednesday,16,142
4558609924,Wednesday,16,143
4558609924,Wednesday,16,144
4558609924,Wednesday,16,141
4558609924,Wednesday,16,131
4558609924,Wednesday,16,119
4558609924,Wednesday,16,118
4558609924,Wednesday,16,110
4558609924,Wednesday,16,106
4558609924,Wednesday,17,106
4558609924,Wednesday,17,107
4558609924,Wednesday,17,108
4558609924,Wednesday,17,109
4558609924,Thursday,16,108
4558609924,Thursday,17,107
4558609924,Thursday,17,106
4558609924,Friday,11,108
4558609924,Friday,11,109
4558609924,Friday,11,111
4558609924,Friday,11,113
4558609924,Friday,11,114
4558609924,Friday,11,115
4558609924,Friday,11,110
4558609924,Friday,13,106
4558609924,Friday,13,108
4558609924,Friday,13,111
4558609924,Friday,13,115
4558609924,Friday,13,114
4558609924,Friday,13,113
4558609924,Friday,13,112
4558609924,Friday,13,110
4558609924,Friday,13,109
4558609924,Friday,13,107
4558609924,Friday,13,116
4558609924,Friday,13,117
4558609924,Friday,13,118
4558609924,Friday,13,119
4558609924,Friday,13,121
4558609924,Friday,13,122
4558609924,Friday,13,123
4558609924,Friday,13,124
4558609924,Friday,13,125
4558609924,Friday,13,127
4558609924,Friday,13,128
4558609924,Friday,13,126
4558609924,Friday,13,129
4558609924,Friday,13,130
4558609924,Friday,13,120
4558609924,Friday,13,131
4558609924,Friday,13,132
4558609924,Friday,13,133
4558609924,Friday,13,134
4558609924,Friday,13,135
4558609924,Friday,13,136
4558609924,Friday,13,137
4558609924,Friday,13,138
4558609924,Friday,13,139
4558609924,Friday,13,140
4558609924,Friday,14,120
4558609924,Friday,14,119
4558609924,Friday,14,118
4558609924,Friday,14,121
4558609924,Friday,14,123
4558609924,Friday,14,124
4558609924,Friday,14,125
4558609924,Friday,14,126
4558609924,Friday,14,122
4558609924,Friday,14,117
4558609924,Friday,14,116
4558609924,Friday,14,115
4558609924,Friday,14,114
4558609924,Friday,14,113
4558609924,Friday,14,112
4558609924,Friday,14,111
4558609924,Friday,14,110
4558609924,Friday,14,127
4558609924,Friday,14,128
4558609924,Friday,14,129
4558609924,Friday,14,130
4558609924,Friday,14,131
4558609924,Friday,14,132
4558609924,Friday,14,133
4558609924,Friday,14,135
4558609924,Friday,14,136
4558609924,Friday,14,137
4558609924,Friday,14,139
4558609924,Friday,14,140
4558609924,Friday,14,141
4558609924,Friday,14,142
4558609924,Friday,14,143
4558609924,Friday,14,144
4558609924,Friday,14,145
4558609924,Friday,14,146
4558609924,Friday,14,138
4558609924,Friday,14,134
4558609924,Friday,14,107
4558609924,Friday,14,106
4558609924,Friday,14,108
4558609924,Friday,14,109
4558609924,Friday,15,107
4558609924,Friday,16,106
4558609924,Friday,16,107
4558609924,Friday,16,111
4558609924,Friday,16,113
4558609924,Friday,17,106
4558609924,Friday,17,109
4558609924,Friday,17,108
4558609924,Friday,17,107
4558609924,Friday,17,110
4558609924,Friday,17,111
4558609924,Friday,17,112
4558609924,Friday,17,113
4558609924,Friday,17,114
4558609924,Friday,17,121
4558609924,Friday,17,125
4558609924,Friday,17,123
4558609924,Friday,17,116
4558609924,Friday,19,107
4558609924,Friday,19,113
4558609924,Friday,19,110
4558609924,Friday,19,115
4558609924,Friday,19,117
4558609924,Friday,19,121
4558609924,Friday,19,125
4558609924,Friday,19,129
4558609924,Friday,19,131
4558609924,Friday,19,134
4558609924,Friday,19,133
4558609924,Friday,19,135
4558609924,Friday,19,136
4558609924,Friday,19,132
4558609924,Friday,19,130
4558609924,Friday,19,127
4558609924,Friday,19,123
4558609924,Friday,19,119
4558609924,Friday,19,114
4558609924,Friday,19,120
4558609924,Friday,19,122
4558609924,Friday,19,126
4558609924,Saturday,12,118
4558609924,Saturday,12,125
4558609924,Saturday,19,108
4558609924,Saturday,19,107
4558609924,Saturday,19,115
4558609924,Saturday,19,124
4558609924,Saturday,19,131
4558609924,Saturday,19,135
4558609924,Saturday,19,129
4558609924,Saturday,19,125
4558609924,Saturday,19,122
4558609924,Saturday,19,119
4558609924,Saturday,19,117
4558609924,Saturday,19,114
4558609924,Saturday,19,112
4558609924,Saturday,19,110
4558609924,Saturday,19,109
4558609924,Saturday,19,106
4558609924,Saturday,19,111
4558609924,Saturday,19,118
4558609924,Saturday,19,123
4558609924,Saturday,19,127
4558609924,Saturday,19,132
4558609924,Saturday,19,128
4558609924,Saturday,19,126
4558609924,Saturday,19,120
4558609924,Saturday,19,113
4558609924,Sunday,11,112
4558609924,Sunday,11,110
4558609924,Sunday,11,107
4558609924,Sunday,11,117
4558609924,Sunday,11,121
4558609924,Sunday,11,125
4558609924,Sunday,11,127
4558609924,Sunday,11,129
4558609924,Sunday,12,133
4558609924,Sunday,12,135
4558609924,Sunday,12,136
4558609924,Sunday,12,132
4558609924,Sunday,12,130
4558609924,Sunday,12,127
4558609924,Sunday,12,125
4558609924,Sunday,12,122
4558609924,Sunday,12,120
4558609924,Sunday,12,117
4558609924,Sunday,12,113
4558609924,Sunday,12,110
4558609924,Sunday,12,109
4558609924,Sunday,12,107
4558609924,Sunday,12,106
4558609924,Sunday,12,108
4558609924,Sunday,12,112
4558609924,Sunday,12,111
4558609924,Sunday,14,111
4558609924,Sunday,14,112
4558609924,Sunday,14,110
4558609924,Sunday,14,108
4558609924,Sunday,16,109
4558609924,Sunday,16,111
4558609924,Sunday,16,110
4558609924,Sunday,16,113
4558609924,Sunday,16,115
4558609924,Sunday,16,114
4558609924,Sunday,16,112
4558609924,Sunday,16,107
4558609924,Sunday,17,109
4558609924,Sunday,17,108
4558609924,Sunday,17,107
4558609924,Sunday,17,106
4558609924,Sunday,20,114
4558609924,Sunday,20,113
4558609924,Sunday,20,110
4558609924,Monday,7,141
4558609924,Monday,7,136
4558609924,Monday,7,134
4558609924,Monday,7,128
4558609924,Monday,7,121
4558609924,Monday,7,114
4558609924,Monday,7,108
4558609924,Monday,7,106
4558609924,Monday,8,114
4558609924,Monday,8,115
4558609924,Monday,8,111
4558609924,Monday,8,110
4558609924,Monday,8,106
4558609924,Monday,16,109
4558609924,Monday,16,108
4558609924,Monday,16,106
4558609924,Monday,16,107
4558609924,Monday,16,110
4558609924,Monday,16,111
4558609924,Monday,16,113
4558609924,Monday,16,114
4558609924,Monday,16,112
4558609924,Monday,17,106
4558609924,Monday,17,107
4558609924,Monday,17,110
4558609924,Monday,17,112
4558609924,Monday,17,109
4558609924,Monday,19,106
4558609924,Monday,19,108
4558609924,Monday,19,107
4558609924,Tuesday,16,132
4558609924,Tuesday,17,106
4558609924,Tuesday,17,107
4558609924,Tuesday,17,109
4558609924,Tuesday,17,111
4558609924,Tuesday,17,113
4558609924,Tuesday,17,114
4558609924,Tuesday,17,115
4558609924,Tuesday,17,116
4558609924,Tuesday,17,118
4558609924,Tuesday,17,117
4558609924,Tuesday,17,119
4558609924,Tuesday,17,120
4558609924,Tuesday,17,123
4558609924,Tuesday,17,125
4558609924,Tuesday,17,124
4558609924,Tuesday,17,122
4558609924,Tuesday,17,110
4558609924,Tuesday,17,112
4558609924,Tuesday,17,108
4558609924,Tuesday,20,129
4558609924,Tuesday,22,109
4558609924,Tuesday,22,110
4558609924,Tuesday,22,108
4558609924,Tuesday,22,106
4558609924,Wednesday,15,110
4558609924,Wednesday,18,106
4558609924,Wednesday,18,108
4558609924,Thursday,0,108
4558609924,Thursday,0,112
4558609924,Thursday,0,114
4558609924,Thursday,0,116
4558609924,Thursday,0,115
4558609924,Thursday,0,117
4558609924,Thursday,0,109
4558609924,Thursday,0,107
4558609924,Thursday,0,106
4558609924,Thursday,7,108
4558609924,Thursday,8,107
4558609924,Thursday,8,106
4558609924,Thursday,8,110
4558609924,Thursday,8,108
4558609924,Thursday,9,106
4558609924,Thursday,9,109
4558609924,Thursday,9,112
4558609924,Thursday,9,115
4558609924,Thursday,9,116
4558609924,Thursday,9,113
4558609924,Thursday,9,108
4558609924,Thursday,9,107
4558609924,Thursday,9,110
4558609924,Thursday,9,111
4558609924,Thursday,9,114
4558609924,Thursday,9,117
4558609924,Thursday,10,107
4558609924,Thursday,10,112
4558609924,Thursday,10,114
4558609924,Thursday,10,113
4558609924,Thursday,10,115
4558609924,Thursday,10,110
4558609924,Thursday,10,108
4558609924,Thursday,10,106
4558609924,Thursday,10,109
4558609924,Thursday,10,111
4558609924,Thursday,10,118
4558609924,Thursday,10,119
4558609924,Thursday,10,116
4558609924,Thursday,10,120
4558609924,Thursday,10,117
4558609924,Thursday,10,121
4558609924,Thursday,11,106
4558609924,Thursday,11,107
4558609924,Thursday,11,115
4558609924,Thursday,11,116
4558609924,Thursday,11,113
4558609924,Thursday,11,110
4558609924,Thursday,11,109
4558609924,Thursday,11,114
4558609924,Thursday,11,118
4558609924,Thursday,11,112
4558609924,Thursday,11,111
4558609924,Thursday,11,108
4558609924,Thursday,11,117
4558609924,Thursday,11,119
4558609924,Thursday,11,120
4558609924,Thursday,12,106
4558609924,Thursday,12,107
4558609924,Thursday,12,111
4558609924,Thursday,12,109
4558609924,Thursday,12,115
4558609924,Thursday,12,116
4558609924,Thursday,12,114
4558609924,Thursday,12,119
4558609924,Thursday,12,117
4558609924,Thursday,12,113
4558609924,Thursday,12,110
4558609924,Thursday,12,112
4558609924,Thursday,12,108
4558609924,Thursday,13,113
4558609924,Thursday,13,111
4558609924,Thursday,13,110
4558609924,Thursday,13,108
4558609924,Thursday,13,109
4558609924,Thursday,13,106
4558609924,Thursday,13,107
4558609924,Thursday,13,114
4558609924,Thursday,14,114
4558609924,Thursday,14,115
4558609924,Thursday,14,113
4558609924,Thursday,14,109
4558609924,Thursday,14,107
4558609924,Thursday,14,108
4558609924,Thursday,14,106
4558609924,Thursday,14,110
4558609924,Thursday,14,112
4558609924,Thursday,15,106
4558609924,Thursday,15,107
4558609924,Thursday,15,108
4558609924,Thursday,15,109
4558609924,Thursday,16,107
4558609924,Thursday,18,108
4558609924,Thursday,18,109
4558609924,Thursday,18,111
4558609924,Thursday,18,106
4558609924,Thursday,18,107
4558609924,Thursday,18,110
4558609924,Thursday,18,112
4558609924,Thursday,18,114
4558609924,Thursday,18,113
4558609924,Thursday,19,106
4558609924,Friday,1,140
4558609924,Friday,15,106
4558609924,Friday,15,108
4558609924,Friday,15,109
4558609924,Friday,15,112
4558609924,Friday,15,111
4558609924,Friday,15,110
4558609924,Friday,15,114
4558609924,Friday,15,113
4558609924,Friday,18,106
4558609924,Friday,18,107
4558609924,Friday,18,109
4558609924,Friday,18,108
4558609924,Friday,18,111
4558609924,Friday,18,110
4558609924,Friday,18,113
4558609924,Friday,18,112
4558609924,Friday,18,114
4558609924,Friday,18,116
4558609924,Friday,18,115
4558609924,Saturday,0,121
4558609924,Saturday,0,126
4558609924,Saturday,0,124
4558609924,Saturday,0,119
4558609924,Saturday,9,106
4558609924,Saturday,9,107
4558609924,Saturday,9,108
4558609924,Saturday,9,110
4558609924,Saturday,9,109
4558609924,Saturday,9,111
4558609924,Saturday,10,107
4558609924,Saturday,10,108
4558609924,Saturday,10,106
4558609924,Saturday,10,109
4558609924,Saturday,10,110
4558609924,Saturday,11,115
4558609924,Saturday,11,113
4558609924,Saturday,11,114
4558609924,Saturday,11,112
4558609924,Saturday,11,106
4558609924,Saturday,11,107
4558609924,Saturday,11,110
4558609924,Saturday,11,111
4558609924,Saturday,11,109
4558609924,Saturday,11,108
4558609924,Saturday,12,107
4558609924,Saturday,12,109
4558609924,Saturday,12,112
4558609924,Saturday,12,111
4558609924,Saturday,12,110
4558609924,Saturday,12,108
4558609924,Saturday,12,106
4558609924,Saturday,14,108
4558609924,Saturday,14,110
4558609924,Saturday,14,111
4558609924,Saturday,14,109
4558609924,Saturday,14,112
4558609924,Saturday,14,113
4558609924,Saturday,14,115
4558609924,Saturday,14,117
4558609924,Saturday,14,119
4558609924,Saturday,14,116
4558609924,Saturday,14,121
4558609924,Saturday,14,118
4558609924,Saturday,14,114
4558609924,Saturday,14,122
4558609924,Saturday,14,120
4558609924,Saturday,14,129
4558609924,Saturday,14,133
4558609924,Saturday,14,131
4558609924,Saturday,14,128
4558609924,Saturday,14,126
4558609924,Saturday,14,124
4558609924,Saturday,14,125
4558609924,Saturday,14,123
4558609924,Saturday,14,107
4558609924,Saturday,14,130
4558609924,Saturday,14,106
4558609924,Saturday,15,107
4558609924,Saturday,15,110
4558609924,Saturday,15,111
4558609924,Saturday,15,106
4558609924,Saturday,15,109
4558609924,Saturday,15,108
4558609924,Saturday,15,112
4558609924,Saturday,15,114
4558609924,Saturday,15,113
4558609924,Saturday,15,116
4558609924,Saturday,15,118
4558609924,Saturday,15,117
4558609924,Saturday,16,108
4558609924,Saturday,16,107
4558609924,Saturday,16,106
4558609924,Saturday,16,110
4558609924,Saturday,16,112
4558609924,Saturday,16,116
4558609924,Saturday,16,119
4558609924,Saturday,16,118
4558609924,Saturday,16,117
4558609924,Saturday,16,115
4558609924,Saturday,16,114
4558609924,Saturday,16,113
4558609924,Saturday,16,111
4558609924,Saturday,16,120
4558609924,Saturday,16,109
4558609924,Saturday,17,107
4558609924,Saturday,17,106
4558609924,Saturday,17,108
4558609924,Saturday,17,109
4558609924,Saturday,17,111
4558609924,Saturday,17,112
4558609924,Saturday,17,110
4558609924,Saturday,21,106
4558609924,Saturday,21,107
4558609924,Saturday,21,108
4558609924,Saturday,21,110
4558609924,Saturday,21,113
4558609924,Sunday,8,120
4558609924,Sunday,8,107
4558609924,Sunday,14,107
4558609924,Sunday,14,106
4558609924,Sunday,14,109
4558609924,Sunday,14,118
4558609924,Sunday,14,119
4558609924,Sunday,14,120
4558609924,Sunday,14,121
4558609924,Sunday,14,116
4558609924,Sunday,14,117
4558609924,Sunday,14,115
4558609924,Sunday,14,114
4558609924,Sunday,15,106
4558609924,Sunday,15,107
4558609924,Sunday,15,109
4558609924,Sunday,15,112
4558609924,Sunday,15,117
4558609924,Sunday,15,115
4558609924,Sunday,15,113
4558609924,Sunday,15,116
4558609924,Sunday,15,118
4558609924,Sunday,15,119
4558609924,Sunday,15,114
4558609924,Sunday,15,111
4558609924,Sunday,15,110
4558609924,Sunday,15,108
4558609924,Sunday,16,108
4558609924,Sunday,16,106
4558609924,Sunday,19,108
4558609924,Sunday,19,106
4558609924,Sunday,21,108
4558609924,Sunday,21,107
4558609924,Sunday,21,106
4558609924,Monday,9,121
4558609924,Monday,13,106
4558609924,Monday,13,108
4558609924,Monday,13,112
4558609924,Monday,13,114
4558609924,Monday,13,109
4558609924,Monday,16,118
4558609924,Monday,16,119
4558609924,Monday,16,122
4558609924,Monday,16,123
4558609924,Monday,16,121
4558609924,Monday,16,117
4558609924,Monday,16,116
4558609924,Monday,16,115
4558609924,Monday,16,120
4558609924,Monday,16,126
4558609924,Monday,16,132
4558609924,Monday,16,131
4558609924,Monday,16,135
4558609924,Monday,16,138
4558609924,Monday,16,139
4558609924,Monday,16,140
4558609924,Monday,16,142
4558609924,Monday,16,144
4558609924,Monday,16,148
4558609924,Monday,16,153
4558609924,Monday,16,157
4558609924,Monday,16,159
4558609924,Monday,16,160
4558609924,Monday,16,162
4558609924,Monday,16,158
4558609924,Monday,16,163
4558609924,Monday,16,161
4558609924,Monday,16,149
4558609924,Monday,16,147
4558609924,Monday,16,146
4558609924,Monday,16,145
4558609924,Monday,16,143
4558609924,Monday,16,151
4558609924,Monday,16,152
4558609924,Monday,16,154
4558609924,Monday,16,155
4558609924,Monday,16,156
4558609924,Monday,16,141
4558609924,Monday,16,133
4558609924,Monday,16,127
4558609924,Monday,16,136
4558609924,Monday,16,137
4558609924,Monday,16,134
4558609924,Monday,16,128
4558609924,Monday,16,129
4558609924,Monday,16,130
4558609924,Monday,16,125
4558609924,Monday,16,124
4558609924,Monday,17,119
4558609924,Monday,17,118
4558609924,Monday,17,117
4558609924,Monday,17,116
4558609924,Monday,17,111
4558609924,Monday,17,108
4558609924,Monday,17,114
4558609924,Monday,17,113
4558609924,Monday,18,108
4558609924,Monday,18,107
4558609924,Monday,18,106
4558609924,Monday,18,110
4558609924,Monday,18,109
4558609924,Monday,20,106
4558609924,Monday,20,107
4558609924,Monday,20,108
4558609924,Tuesday,15,106
4558609924,Tuesday,15,107
4558609924,Tuesday,15,108
4558609924,Tuesday,15,109
4558609924,Tuesday,15,110
4558609924,Tuesday,15,111
4558609924,Tuesday,15,113
4558609924,Tuesday,15,112
4558609924,Tuesday,15,115
4558609924,Tuesday,15,116
4558609924,Tuesday,15,114
4558609924,Tuesday,15,118
4558609924,Tuesday,15,120
4558609924,Tuesday,15,119
4558609924,Tuesday,15,117
4558609924,Tuesday,15,121
4558609924,Tuesday,15,122
4558609924,Tuesday,15,124
4558609924,Tuesday,15,125
4558609924,Tuesday,15,127
4558609924,Tuesday,15,128
4558609924,Tuesday,15,129
4558609924,Tuesday,15,126
4558609924,Tuesday,15,123
4558609924,Tuesday,15,130
4558609924,Tuesday,15,131
4558609924,Tuesday,15,132
4558609924,Tuesday,15,133
4558609924,Tuesday,15,134
4558609924,Tuesday,15,135
4558609924,Tuesday,15,136
4558609924,Tuesday,15,137
4558609924,Tuesday,15,139
4558609924,Tuesday,15,140
4558609924,Tuesday,15,142
4558609924,Tuesday,15,144
4558609924,Tuesday,15,145
4558609924,Tuesday,15,147
4558609924,Tuesday,15,148
4558609924,Tuesday,15,146
4558609924,Tuesday,15,143
4558609924,Tuesday,15,141
4558609924,Tuesday,15,138
4558609924,Tuesday,16,111
4558609924,Tuesday,16,106
4558609924,Tuesday,16,107
4558609924,Tuesday,16,121
4558609924,Tuesday,16,120
4558609924,Tuesday,16,119
4558609924,Tuesday,16,122
4558609924,Tuesday,16,123
4558609924,Tuesday,16,124
4558609924,Tuesday,16,126
4558609924,Tuesday,16,127
4558609924,Tuesday,16,129
4558609924,Tuesday,16,118
4558609924,Tuesday,16,108
4558609924,Tuesday,16,112
4558609924,Tuesday,16,110
4558609924,Tuesday,16,109
4558609924,Tuesday,16,113
4558609924,Tuesday,16,114
4558609924,Tuesday,16,115
4558609924,Tuesday,16,116
4558609924,Tuesday,16,117
4558609924,Tuesday,17,121
4558609924,Tuesday,18,107
4558609924,Tuesday,18,108
4558609924,Tuesday,18,109
4558609924,Tuesday,18,110
4558609924,Tuesday,18,113
4558609924,Tuesday,18,114
4558609924,Tuesday,18,111
4558609924,Tuesday,18,112
4558609924,Tuesday,18,106
4558609924,Tuesday,18,116
4558609924,Tuesday,18,117
4558609924,Tuesday,20,106
4558609924,Tuesday,20,110
4558609924,Tuesday,20,113
4558609924,Tuesday,20,115
4558609924,Tuesday,20,117
4558609924,Tuesday,20,119
4558609924,Tuesday,20,118
4558609924,Tuesday,20,116
4558609924,Tuesday,20,111
4558609924,Tuesday,20,107
4558609924,Tuesday,20,114
4558609924,Tuesday,20,108
4558609924,Tuesday,20,109
4558609924,Tuesday,20,121
4558609924,Tuesday,20,123
4558609924,Tuesday,20,112
4558609924,Tuesday,20,120
4558609924,Tuesday,20,122
4558609924,Tuesday,21,106
4558609924,Tuesday,21,108
4558609924,Tuesday,21,110
4558609924,Tuesday,21,107
4558609924,Tuesday,23,108
4558609924,Tuesday,23,110
4558609924,Wednesday,9,106
4558609924,Wednesday,9,122
4558609924,Wednesday,18,107
4558609924,Wednesday,18,109
4558609924,Wednesday,18,110
4558609924,Wednesday,18,111
4558609924,Wednesday,18,112
4558609924,Wednesday,18,113
4558609924,Wednesday,18,114
4558609924,Wednesday,18,115
4558609924,Wednesday,18,116
4558609924,Wednesday,18,117
4558609924,Wednesday,18,118
4558609924,Wednesday,19,106
4558609924,Thursday,8,109
4558609924,Thursday,8,111
4558609924,Thursday,15,111
4558609924,Thursday,15,110
4558609924,Thursday,16,106
4558609924,Thursday,16,110
4558609924,Thursday,16,113
4558609924,Thursday,16,109
4558609924,Thursday,16,112
4558609924,Thursday,16,111
4558609924,Thursday,16,115
4558609924,Thursday,16,116
4558609924,Thursday,16,118
4558609924,Thursday,16,119
4558609924,Thursday,16,120
