Id,ActivityDay,week_day,Calories
4558609924,2016-04-20,Wednesday,1788
4558609924,2016-04-21,Thursday,2486
4558609924,2016-04-22,Friday,2094
4558609924,2016-04-23,Saturday,2085
4558609924,2016-04-24,Sunday,2173
4558609924,2016-04-26,Tuesday,2223
4558609924,2016-04-27,Wednesday,2098
4558609924,2016-04-28,Thursday,2185
4558609924,2016-04-29,Friday,1918
4558609924,2016-04-30,Saturday,2105
4558609924,2016-05-01,Sunday,1692
4558609924,2016-05-02,Monday,2066
4558609924,2016-05-03,Tuesday,1953
4558609924,2016-05-04,Wednesday,1842
4558609924,2016-05-05,Thursday,2262
4558609924,2016-05-06,Friday,1722
4558609924,2016-05-07,Saturday,1973
4558609924,2016-05-08,Sunday,2666
4558609924,2016-05-09,Monday,2223
4558609924,2016-05-10,Tuesday,1889
4558609924,2016-05-11,Wednesday,2131
4558609924,2016-05-12,Thursday,1452
4558609924,2016-04-14,Thursday,1922
4558609924,2016-04-25,Monday,2225
4319703577,2016-04-12,Tuesday,2115
4319703577,2016-04-13,Wednesday,2135
4319703577,2016-04-14,Thursday,2302
4319703577,2016-04-15,Friday,1985
4319703577,2016-04-16,Saturday,1884
4319703577,2016-04-17,Sunday,1464
4319703577,2016-04-18,Monday,1632
4319703577,2016-04-19,Tuesday,2200
4319703577,2016-04-20,Wednesday,2220
4319703577,2016-04-21,Thursday,1792
4319703577,2016-04-22,Friday,1886
4319703577,2016-04-23,Saturday,1945
4319703577,2016-04-24,Sunday,1880
4319703577,2016-04-25,Monday,2314
4319703577,2016-04-26,Tuesday,2236
4319703577,2016-04-27,Wednesday,2324
4319703577,2016-04-28,Thursday,2367
4319703577,2016-04-29,Friday,2175
4319703577,2016-04-30,Saturday,2092
4319703577,2016-05-01,Sunday,1593
4319703577,2016-05-02,Monday,2270
4319703577,2016-05-03,Tuesday,2235
4319703577,2016-05-04,Wednesday,2282
4319703577,2016-05-05,Thursday,2530
4319703577,2016-05-06,Friday,2266
4319703577,2016-05-07,Saturday,2158
4319703577,2016-05-08,Sunday,1792
4319703577,2016-05-09,Monday,2345
4319703577,2016-05-10,Tuesday,2260
4319703577,2016-05-11,Wednesday,2232
4319703577,2016-05-12,Thursday,257
2320127002,2016-04-12,Tuesday,2124
2320127002,2016-04-13,Wednesday,2003
2320127002,2016-04-14,Thursday,1696
2320127002,2016-04-15,Friday,1801
2320127002,2016-04-16,Saturday,1724
2320127002,2016-04-17,Sunday,1852
2320127002,2016-04-18,Monday,1905
2320127002,2016-04-19,Tuesday,1811
2320127002,2016-04-21,Thursday,1610
2320127002,2016-04-22,Friday,1851
2320127002,2016-04-23,Saturday,1804
2320127002,2016-04-24,Sunday,1725
2320127002,2016-04-25,Monday,1654
2320127002,2016-04-26,Tuesday,1632
2320127002,2016-04-27,Wednesday,1481
2320127002,2016-04-28,Thursday,1473
2320127002,2016-04-29,Friday,1410
2320127002,2016-04-30,Saturday,1779
2320127002,2016-05-01,Sunday,1403
2320127002,2016-05-02,Monday,1613
2320127002,2016-05-03,Tuesday,1878
2320127002,2016-05-04,Wednesday,1426
2320127002,2016-05-05,Thursday,1780
2320127002,2016-05-06,Friday,1742
2320127002,2016-05-07,Saturday,1972
2320127002,2016-05-08,Sunday,1821
2320127002,2016-05-09,Monday,1630
2320127002,2016-05-10,Tuesday,1899
2320127002,2016-05-11,Wednesday,1903
2320127002,2016-05-12,Thursday,1125
2320127002,2016-04-20,Wednesday,1922
1503960366,2016-04-12,Tuesday,1985
1503960366,2016-04-13,Wednesday,1797
1503960366,2016-04-14,Thursday,1776
1503960366,2016-04-15,Friday,1745
1503960366,2016-04-16,Saturday,1863
1503960366,2016-04-17,Sunday,1728
1503960366,2016-04-18,Monday,1921
1503960366,2016-04-19,Tuesday,2035
1503960366,2016-04-20,Wednesday,1786
1503960366,2016-04-21,Thursday,1775
1503960366,2016-04-22,Friday,1827
1503960366,2016-04-23,Saturday,1949
1503960366,2016-04-24,Sunday,1788
1503960366,2016-04-25,Monday,2013
1503960366,2016-04-26,Tuesday,1970
1503960366,2016-04-27,Wednesday,2159
1503960366,2016-04-28,Thursday,1898
1503960366,2016-04-29,Friday,1837
1503960366,2016-04-30,Saturday,1947
1503960366,2016-05-01,Sunday,1820
1503960366,2016-05-02,Monday,2004
1503960366,2016-05-03,Tuesday,1990
1503960366,2016-05-05,Thursday,1959
1503960366,2016-05-06,Friday,1896
1503960366,2016-05-07,Saturday,1821
1503960366,2016-05-08,Sunday,1740
1503960366,2016-05-10,Tuesday,1859
1503960366,2016-05-11,Wednesday,1783
1503960366,2016-05-12,Thursday,0
1503960366,2016-05-04,Wednesday,1819
1503960366,2016-05-09,Monday,1819
8877689391,2016-04-12,Tuesday,3921
8877689391,2016-04-13,Wednesday,3566
8877689391,2016-04-14,Thursday,3793
8877689391,2016-04-15,Friday,3934
8877689391,2016-04-16,Saturday,4547
8877689391,2016-04-17,Sunday,3545
8877689391,2016-04-18,Monday,2761
8877689391,2016-04-19,Tuesday,3676
8877689391,2016-04-20,Wednesday,3679
8877689391,2016-04-21,Thursday,3659
8877689391,2016-04-22,Friday,3427
8877689391,2016-04-23,Saturday,3891
8877689391,2016-04-24,Sunday,3455
8877689391,2016-04-25,Monday,3802
8877689391,2016-04-26,Tuesday,2860
8877689391,2016-04-27,Wednesday,3808
8877689391,2016-04-28,Thursday,3060
8877689391,2016-04-29,Friday,2698
8877689391,2016-04-30,Saturday,4398
8877689391,2016-05-01,Sunday,2786
8877689391,2016-05-02,Monday,2189
8877689391,2016-05-03,Tuesday,2817
8877689391,2016-05-04,Wednesday,3477
8877689391,2016-05-05,Thursday,3052
8877689391,2016-05-06,Friday,4015
8877689391,2016-05-07,Saturday,4142
8877689391,2016-05-08,Sunday,2847
8877689391,2016-05-09,Monday,3710
8877689391,2016-05-10,Tuesday,2832
8877689391,2016-05-11,Wednesday,3832
8877689391,2016-05-12,Thursday,1849
2347167796,2016-04-12,Tuesday,2344
2347167796,2016-04-13,Wednesday,2038
2347167796,2016-04-14,Thursday,2010
2347167796,2016-04-15,Friday,2133
2347167796,2016-04-16,Saturday,2670
2347167796,2016-04-17,Sunday,1882
2347167796,2016-04-18,Monday,1944
2347167796,2016-04-19,Tuesday,2346
2347167796,2016-04-20,Wednesday,2198
2347167796,2016-04-21,Thursday,2048
2347167796,2016-04-22,Friday,1946
2347167796,2016-04-23,Saturday,2629
2347167796,2016-04-24,Sunday,2187
2347167796,2016-04-25,Monday,2095
2347167796,2016-04-26,Tuesday,1861
2347167796,2016-04-27,Wednesday,2194
2347167796,2016-04-28,Thursday,1854
2347167796,2016-04-29,Friday,403
4388161847,2016-04-12,Tuesday,2955
4388161847,2016-04-13,Wednesday,3092
4388161847,2016-04-14,Thursday,2998
4388161847,2016-04-15,Friday,3066
4388161847,2016-04-16,Saturday,3073
4388161847,2016-04-17,Sunday,2572
4388161847,2016-04-18,Monday,3274
4388161847,2016-04-19,Tuesday,3015
4388161847,2016-04-20,Wednesday,3083
4388161847,2016-04-21,Thursday,3069
4388161847,2016-04-22,Friday,3544
4388161847,2016-04-23,Saturday,3306
4388161847,2016-04-24,Sunday,2885
4388161847,2016-04-25,Monday,3288
4388161847,2016-04-26,Tuesday,2929
4388161847,2016-04-27,Wednesday,3074
4388161847,2016-04-28,Thursday,2969
4388161847,2016-04-29,Friday,2979
4388161847,2016-04-30,Saturday,3283
4388161847,2016-05-01,Sunday,2926
4388161847,2016-05-02,Monday,3147
4388161847,2016-05-03,Tuesday,3290
4388161847,2016-05-04,Wednesday,3162
4388161847,2016-05-05,Thursday,2899
4388161847,2016-05-06,Friday,3425
4388161847,2016-05-07,Saturday,4022
4388161847,2016-05-08,Sunday,3934
4388161847,2016-05-09,Monday,3013
4388161847,2016-05-10,Tuesday,3061
4388161847,2016-05-11,Wednesday,2954
4388161847,2016-05-12,Thursday,1623
6775888955,2016-04-13,Wednesday,2400
6775888955,2016-04-14,Thursday,2507
6775888955,2016-04-15,Friday,2127
6775888955,2016-04-17,Sunday,2067
6775888955,2016-04-18,Monday,2798
6775888955,2016-04-20,Wednesday,3727
6775888955,2016-04-24,Sunday,2053
6775888955,2016-04-25,Monday,2484
6775888955,2016-04-26,Tuesday,2584
6775888955,2016-04-28,Thursday,1993
6775888955,2016-04-30,Saturday,2280
6775888955,2016-05-01,Sunday,2319
6775888955,2016-05-03,Tuesday,1843
6775888955,2016-05-06,Friday,2496
6775888955,2016-05-07,Saturday,1032
6775888955,2016-04-12,Tuesday,1841
6775888955,2016-04-19,Tuesday,1841
6775888955,2016-04-21,Thursday,1841
6775888955,2016-04-23,Saturday,1841
6775888955,2016-04-27,Wednesday,1841
6775888955,2016-04-29,Friday,1841
6775888955,2016-05-02,Monday,1841
6775888955,2016-05-04,Wednesday,1841
6775888955,2016-05-05,Thursday,1841
6775888955,2016-04-22,Friday,1922
6775888955,2016-04-16,Saturday,2225
5553957443,2016-04-12,Tuesday,2026
5553957443,2016-04-13,Wednesday,1718
5553957443,2016-04-14,Thursday,2324
5553957443,2016-04-15,Friday,2254
5553957443,2016-04-16,Saturday,1831
5553957443,2016-04-17,Sunday,1397
5553957443,2016-04-18,Monday,1683
5553957443,2016-04-19,Tuesday,2284
5553957443,2016-04-20,Wednesday,1570
5553957443,2016-04-21,Thursday,2066
5553957443,2016-04-22,Friday,2105
5553957443,2016-04-23,Saturday,1776
5553957443,2016-04-24,Sunday,1507
5553957443,2016-04-25,Monday,2033
5553957443,2016-04-26,Tuesday,2093
5553957443,2016-04-28,Thursday,1999
5553957443,2016-04-29,Friday,2169
5553957443,2016-04-30,Saturday,1463
5553957443,2016-05-01,Sunday,1747
5553957443,2016-05-02,Monday,1996
5553957443,2016-05-03,Tuesday,2116
5553957443,2016-05-04,Wednesday,1698
5553957443,2016-05-05,Thursday,2156
5553957443,2016-05-06,Friday,1916
5553957443,2016-05-07,Saturday,1494
5553957443,2016-05-08,Sunday,1762
5553957443,2016-05-09,Monday,2272
5553957443,2016-05-10,Tuesday,2335
5553957443,2016-05-11,Wednesday,1693
5553957443,2016-05-12,Thursday,741
5553957443,2016-04-27,Wednesday,1922
3372868164,2016-04-12,Tuesday,1788
3372868164,2016-04-13,Wednesday,2093
3372868164,2016-04-14,Thursday,2065
3372868164,2016-04-15,Friday,1908
3372868164,2016-04-16,Saturday,1908
3372868164,2016-04-17,Sunday,1964
3372868164,2016-04-18,Monday,2014
3372868164,2016-04-19,Tuesday,1985
3372868164,2016-04-20,Wednesday,1867
3372868164,2016-04-21,Thursday,2124
3372868164,2016-04-22,Friday,1669
3372868164,2016-04-23,Saturday,1995
3372868164,2016-04-24,Sunday,1921
3372868164,2016-04-25,Monday,2010
3372868164,2016-04-26,Tuesday,2057
3372868164,2016-04-27,Wednesday,2095
3372868164,2016-04-28,Thursday,1972
3372868164,2016-04-30,Saturday,1946
3372868164,2016-05-01,Sunday,1237
3372868164,2016-04-29,Friday,2044
7086361926,2016-04-12,Tuesday,2772
7086361926,2016-04-13,Wednesday,2516
7086361926,2016-04-14,Thursday,2734
7086361926,2016-04-15,Friday,2395
7086361926,2016-04-16,Saturday,1635
7086361926,2016-04-17,Sunday,1629
7086361926,2016-04-18,Monday,2743
7086361926,2016-04-19,Tuesday,2944
7086361926,2016-04-20,Wednesday,2997
7086361926,2016-04-21,Thursday,2463
7086361926,2016-04-22,Friday,2846
7086361926,2016-04-23,Saturday,1965
7086361926,2016-04-24,Sunday,2049
7086361926,2016-04-25,Monday,2752
7086361926,2016-04-26,Tuesday,2781
7086361926,2016-04-27,Wednesday,2693
7086361926,2016-04-28,Thursday,2862
7086361926,2016-04-29,Friday,2616
7086361926,2016-04-30,Saturday,2995
7086361926,2016-05-01,Sunday,2730
7086361926,2016-05-02,Monday,2754
7086361926,2016-05-03,Tuesday,2754
7086361926,2016-05-04,Wednesday,2655
7086361926,2016-05-05,Thursday,2386
7086361926,2016-05-06,Friday,2924
7086361926,2016-05-07,Saturday,2739
7086361926,2016-05-08,Sunday,2534
7086361926,2016-05-09,Monday,2960
7086361926,2016-05-10,Tuesday,2800
7086361926,2016-05-11,Wednesday,2735
7086361926,2016-05-12,Thursday,1199
2873212765,2016-04-12,Tuesday,1982
2873212765,2016-04-13,Wednesday,2004
2873212765,2016-04-14,Thursday,1893
2873212765,2016-04-16,Saturday,2148
2873212765,2016-04-17,Sunday,1529
2873212765,2016-04-18,Monday,1890
2873212765,2016-04-19,Tuesday,1956
2873212765,2016-04-20,Wednesday,2094
2873212765,2016-04-21,Thursday,1970
2873212765,2016-04-22,Friday,2241
2873212765,2016-04-23,Saturday,2021
2873212765,2016-04-24,Sunday,1898
2873212765,2016-04-25,Monday,1907
2873212765,2016-04-26,Tuesday,1882
2873212765,2016-04-27,Wednesday,1966
2873212765,2016-04-28,Thursday,1835
2873212765,2016-04-29,Friday,1780
2873212765,2016-04-30,Saturday,1830
2873212765,2016-05-01,Sunday,1739
2873212765,2016-05-02,Monday,1878
2873212765,2016-05-03,Tuesday,1906
2873212765,2016-05-04,Wednesday,2015
2873212765,2016-05-05,Thursday,1971
2873212765,2016-05-06,Friday,1910
2873212765,2016-05-07,Saturday,1897
2873212765,2016-05-08,Sunday,2096
2873212765,2016-05-09,Monday,1906
2873212765,2016-05-10,Tuesday,1962
2873212765,2016-05-11,Wednesday,1826
2873212765,2016-05-12,Thursday,1431
2873212765,2016-04-15,Friday,2063
6290855005,2016-04-12,Tuesday,2560
6290855005,2016-04-13,Wednesday,2905
6290855005,2016-04-14,Thursday,2952
6290855005,2016-04-15,Friday,2896
6290855005,2016-04-16,Saturday,2783
6290855005,2016-04-17,Sunday,3171
6290855005,2016-04-18,Monday,2766
6290855005,2016-04-19,Tuesday,2839
6290855005,2016-04-20,Wednesday,2701
6290855005,2016-04-21,Thursday,2060
6290855005,2016-04-22,Friday,2796
6290855005,2016-04-23,Saturday,2664
6290855005,2016-04-24,Sunday,2703
6290855005,2016-04-25,Monday,2771
6290855005,2016-04-26,Tuesday,2060
6290855005,2016-04-27,Wednesday,2743
6290855005,2016-04-28,Thursday,2687
6290855005,2016-04-29,Friday,2060
6290855005,2016-04-30,Saturday,2843
6290855005,2016-05-01,Sunday,3327
6290855005,2016-05-02,Monday,2725
6290855005,2016-05-03,Tuesday,2671
6290855005,2016-05-04,Wednesday,2718
6290855005,2016-05-05,Thursday,2682
6290855005,2016-05-06,Friday,2806
6290855005,2016-05-07,Saturday,2613
6290855005,2016-05-08,Sunday,2712
6290855005,2016-05-09,Monday,2175
6290855005,2016-05-10,Tuesday,0
5577150313,2016-04-12,Tuesday,3405
5577150313,2016-04-13,Wednesday,2551
5577150313,2016-04-14,Thursday,4022
5577150313,2016-04-15,Friday,4005
5577150313,2016-04-16,Saturday,4274
5577150313,2016-04-17,Sunday,4552
5577150313,2016-04-18,Monday,3625
5577150313,2016-04-19,Tuesday,3501
5577150313,2016-04-20,Wednesday,3192
5577150313,2016-04-21,Thursday,4018
5577150313,2016-04-22,Friday,3329
5577150313,2016-04-23,Saturday,3152
5577150313,2016-04-24,Sunday,4392
5577150313,2016-04-25,Monday,3374
5577150313,2016-04-26,Tuesday,3088
5577150313,2016-04-27,Wednesday,3294
5577150313,2016-04-28,Thursday,3580
5577150313,2016-04-29,Friday,3544
5577150313,2016-04-30,Saturday,4501
5577150313,2016-05-01,Sunday,4546
5577150313,2016-05-02,Monday,3014
5577150313,2016-05-03,Tuesday,3795
5577150313,2016-05-04,Wednesday,2755
5577150313,2016-05-05,Thursday,3004
5577150313,2016-05-06,Friday,2643
5577150313,2016-05-09,Monday,2489
5577150313,2016-05-10,Tuesday,3841
5577150313,2016-05-11,Wednesday,1665
5577150313,2016-05-07,Saturday,1819
5577150313,2016-05-08,Sunday,1819
4445114986,2016-04-12,Tuesday,2113
4445114986,2016-04-13,Wednesday,2095
4445114986,2016-04-14,Thursday,2194
4445114986,2016-04-15,Friday,2496
4445114986,2016-04-16,Saturday,2180
4445114986,2016-04-17,Sunday,1933
4445114986,2016-04-18,Monday,2248
4445114986,2016-04-19,Tuesday,1954
4445114986,2016-04-20,Wednesday,1974
4445114986,2016-04-21,Thursday,2150
4445114986,2016-04-22,Friday,2432
4445114986,2016-04-23,Saturday,2149
4445114986,2016-04-24,Sunday,2247
4445114986,2016-04-25,Monday,2070
4445114986,2016-04-26,Tuesday,2291
4445114986,2016-04-27,Wednesday,2361
4445114986,2016-04-28,Thursday,2203
4445114986,2016-04-29,Friday,2196
4445114986,2016-04-30,Saturday,2363
4445114986,2016-05-01,Sunday,2246
4445114986,2016-05-02,Monday,2336
4445114986,2016-05-03,Tuesday,2421
4445114986,2016-05-04,Wednesday,2070
4445114986,2016-05-05,Thursday,2120
4445114986,2016-05-06,Friday,2211
4445114986,2016-05-07,Saturday,2123
4445114986,2016-05-08,Sunday,2423
4445114986,2016-05-09,Monday,2281
4445114986,2016-05-10,Tuesday,2181
4445114986,2016-05-11,Wednesday,2499
4445114986,2016-05-12,Thursday,1212
4020332650,2016-04-12,Tuesday,3654
4020332650,2016-04-13,Wednesday,1981
4020332650,2016-04-14,Thursday,2011
4020332650,2016-04-15,Friday,2951
4020332650,2016-04-16,Saturday,3051
4020332650,2016-04-17,Sunday,1990
4020332650,2016-04-18,Monday,1995
4020332650,2016-05-02,Monday,2207
4020332650,2016-05-03,Tuesday,2828
4020332650,2016-05-04,Wednesday,3879
4020332650,2016-05-05,Thursday,3429
4020332650,2016-05-06,Friday,2704
4020332650,2016-05-07,Saturday,2975
4020332650,2016-05-08,Sunday,3089
4020332650,2016-05-09,Monday,2785
4020332650,2016-05-10,Tuesday,2926
4020332650,2016-05-11,Wednesday,2645
4020332650,2016-05-12,Thursday,1120
4020332650,2016-04-19,Tuesday,1980
4020332650,2016-04-20,Wednesday,1980
4020332650,2016-04-21,Thursday,1980
4020332650,2016-04-22,Friday,1980
4020332650,2016-04-23,Saturday,1980
4020332650,2016-04-24,Sunday,1980
4020332650,2016-04-25,Monday,1980
4020332650,2016-04-26,Tuesday,1980
4020332650,2016-04-27,Wednesday,1980
4020332650,2016-04-28,Thursday,1980
4020332650,2016-04-29,Friday,1980
4020332650,2016-04-30,Saturday,1980
4020332650,2016-05-01,Sunday,1980
6117666160,2016-04-15,Friday,2865
6117666160,2016-04-16,Saturday,2828
6117666160,2016-04-18,Monday,2018
6117666160,2016-04-19,Tuesday,2606
6117666160,2016-04-20,Wednesday,2536
6117666160,2016-04-21,Thursday,4900
6117666160,2016-04-22,Friday,2409
6117666160,2016-04-23,Saturday,2651
6117666160,2016-04-24,Sunday,2305
6117666160,2016-04-25,Monday,1497
6117666160,2016-04-26,Tuesday,2450
6117666160,2016-04-27,Wednesday,2576
6117666160,2016-04-28,Thursday,1879
6117666160,2016-04-29,Friday,2560
6117666160,2016-04-30,Saturday,2275
6117666160,2016-05-01,Sunday,2361
6117666160,2016-05-04,Wednesday,1902
6117666160,2016-05-05,Thursday,2636
6117666160,2016-05-06,Friday,1838
6117666160,2016-05-07,Saturday,2469
6117666160,2016-05-08,Sunday,2250
6117666160,2016-05-09,Monday,1248
6117666160,2016-04-17,Sunday,2225
6117666160,2016-04-12,Tuesday,1496
6117666160,2016-04-13,Wednesday,1496
6117666160,2016-04-14,Thursday,1496
6117666160,2016-05-03,Tuesday,1496
6117666160,2016-05-02,Monday,2044
8378563200,2016-04-12,Tuesday,3635
8378563200,2016-04-13,Wednesday,4079
8378563200,2016-04-14,Thursday,4163
8378563200,2016-04-15,Friday,3666
8378563200,2016-04-16,Saturday,3363
8378563200,2016-04-17,Sunday,2572
8378563200,2016-04-18,Monday,4157
8378563200,2016-04-19,Tuesday,4092
8378563200,2016-04-20,Wednesday,3787
8378563200,2016-04-21,Thursday,4236
8378563200,2016-04-22,Friday,4044
8378563200,2016-04-23,Saturday,2908
8378563200,2016-04-24,Sunday,2741
8378563200,2016-04-25,Monday,4005
8378563200,2016-04-26,Tuesday,3763
8378563200,2016-04-27,Wednesday,3061
8378563200,2016-04-28,Thursday,2884
8378563200,2016-04-29,Friday,2982
8378563200,2016-04-30,Saturday,2660
8378563200,2016-05-01,Sunday,3369
8378563200,2016-05-02,Monday,3491
8378563200,2016-05-03,Tuesday,3784
8378563200,2016-05-04,Wednesday,3110
8378563200,2016-05-05,Thursday,3783
8378563200,2016-05-06,Friday,3644
8378563200,2016-05-07,Saturday,2799
8378563200,2016-05-08,Sunday,2685
8378563200,2016-05-09,Monday,3721
8378563200,2016-05-10,Tuesday,3586
8378563200,2016-05-11,Wednesday,3788
8378563200,2016-05-12,Thursday,1976
8583815059,2016-04-12,Tuesday,2650
8583815059,2016-04-13,Wednesday,2654
8583815059,2016-04-14,Thursday,2443
8583815059,2016-04-15,Friday,2505
8583815059,2016-04-16,Saturday,2693
8583815059,2016-04-17,Sunday,2439
8583815059,2016-04-18,Monday,2536
8583815059,2016-04-19,Tuesday,2668
8583815059,2016-04-20,Wednesday,2647
8583815059,2016-04-21,Thursday,2883
8583815059,2016-04-22,Friday,2944
8583815059,2016-04-23,Saturday,3012
8583815059,2016-04-24,Sunday,2889
8583815059,2016-04-25,Monday,2547
8583815059,2016-04-26,Tuesday,3093
8583815059,2016-04-27,Wednesday,3142
8583815059,2016-04-28,Thursday,2757
8583815059,2016-04-29,Friday,3513
8583815059,2016-04-30,Saturday,3164
8583815059,2016-05-01,Sunday,2596
8583815059,2016-05-02,Monday,2894
8583815059,2016-05-03,Tuesday,3212
8583815059,2016-05-04,Wednesday,2516
8583815059,2016-05-05,Thursday,3266
8583815059,2016-05-06,Friday,2683
8583815059,2016-05-07,Saturday,2810
8583815059,2016-05-08,Sunday,2940
8583815059,2016-05-09,Monday,2947
8583815059,2016-05-10,Tuesday,2846
8583815059,2016-05-11,Wednesday,2804
8583815059,2016-05-12,Thursday,0
2026352035,2016-04-12,Tuesday,1459
2026352035,2016-04-13,Wednesday,1521
2026352035,2016-04-14,Thursday,1431
2026352035,2016-04-15,Friday,1444
2026352035,2016-04-16,Saturday,1373
2026352035,2016-04-17,Sunday,1214
2026352035,2016-04-18,Monday,1419
2026352035,2016-04-19,Tuesday,1356
2026352035,2016-04-20,Wednesday,1667
2026352035,2016-04-21,Thursday,1370
2026352035,2016-04-22,Friday,1399
2026352035,2016-04-23,Saturday,1916
2026352035,2016-04-24,Sunday,1401
2026352035,2016-04-25,Monday,1576
2026352035,2016-04-26,Tuesday,1595
2026352035,2016-04-27,Wednesday,1593
2026352035,2016-04-28,Thursday,1649
2026352035,2016-04-29,Friday,1692
2026352035,2016-04-30,Saturday,1506
2026352035,2016-05-01,Sunday,1447
2026352035,2016-05-02,Monday,1690
2026352035,2016-05-03,Tuesday,1604
2026352035,2016-05-04,Wednesday,1658
2026352035,2016-05-05,Thursday,1926
2026352035,2016-05-06,Friday,1736
2026352035,2016-05-07,Saturday,1491
2026352035,2016-05-08,Sunday,1555
2026352035,2016-05-09,Monday,1869
2026352035,2016-05-10,Tuesday,1141
2026352035,2016-05-11,Wednesday,1698
2026352035,2016-05-12,Thursday,1364
7007744171,2016-04-12,Tuesday,2937
7007744171,2016-04-13,Wednesday,2742
7007744171,2016-04-14,Thursday,2668
7007744171,2016-04-15,Friday,2098
7007744171,2016-04-16,Saturday,2076
7007744171,2016-04-17,Sunday,2383
7007744171,2016-04-18,Monday,2832
7007744171,2016-04-19,Tuesday,2812
7007744171,2016-04-20,Wednesday,3096
7007744171,2016-04-21,Thursday,2763
7007744171,2016-04-22,Friday,2889
7007744171,2016-04-23,Saturday,2284
7007744171,2016-04-24,Sunday,2667
7007744171,2016-04-25,Monday,3055
7007744171,2016-04-26,Tuesday,2939
7007744171,2016-04-27,Wednesday,2830
7007744171,2016-04-28,Thursday,2836
7007744171,2016-04-29,Friday,3180
7007744171,2016-04-30,Saturday,2051
7007744171,2016-05-02,Monday,2642
7007744171,2016-05-03,Tuesday,2976
7007744171,2016-05-04,Wednesday,1557
7007744171,2016-05-05,Thursday,2933
7007744171,2016-05-06,Friday,2553
7007744171,2016-05-07,Saturday,120
7007744171,2016-05-01,Sunday,2225
1927972279,2016-04-12,Tuesday,2220
1927972279,2016-04-13,Wednesday,2151
1927972279,2016-04-14,Thursday,2383
1927972279,2016-04-15,Friday,2221
1927972279,2016-04-16,Saturday,2064
1927972279,2016-04-18,Monday,2111
1927972279,2016-04-21,Thursday,2064
1927972279,2016-04-22,Friday,2093
1927972279,2016-04-23,Saturday,2499
1927972279,2016-04-24,Sunday,2324
1927972279,2016-04-25,Monday,2100
1927972279,2016-04-26,Tuesday,2638
1927972279,2016-04-28,Thursday,2351
1927972279,2016-04-30,Saturday,2064
1927972279,2016-05-01,Sunday,2411
1927972279,2016-05-02,Monday,2505
1927972279,2016-05-03,Tuesday,2195
1927972279,2016-05-04,Wednesday,2338
1927972279,2016-05-06,Friday,2383
1927972279,2016-05-07,Saturday,2229
1927972279,2016-05-12,Thursday,1383
1927972279,2016-04-17,Sunday,2063
1927972279,2016-04-19,Tuesday,2063
1927972279,2016-04-20,Wednesday,2063
