Id,ActivityHour,weekday,hour,TotalSteps
8053475328,2016-04-17T02:00:00,Sunday,2,0
8053475328,2016-04-17T03:00:00,Sunday,3,0
8053475328,2016-04-17T05:00:00,Sunday,5,0
8053475328,2016-04-17T06:00:00,Sunday,6,0
8053475328,2016-04-17T07:00:00,Sunday,7,0
8053475328,2016-04-17T08:00:00,Sunday,8,0
8053475328,2016-04-17T09:00:00,Sunday,9,0
8053475328,2016-04-17T10:00:00,Sunday,10,0
8053475328,2016-04-17T11:00:00,Sunday,11,0
8053475328,2016-04-17T12:00:00,Sunday,12,0
8053475328,2016-04-18T03:00:00,Monday,3,0
8053475328,2016-04-18T04:00:00,Monday,4,0
8053475328,2016-04-18T05:00:00,Monday,5,0
8053475328,2016-04-18T06:00:00,Monday,6,0
8053475328,2016-04-18T07:00:00,Monday,7,0
8053475328,2016-04-18T08:00:00,Monday,8,0
8053475328,2016-04-18T09:00:00,Monday,9,0
8053475328,2016-04-18T10:00:00,Monday,10,0
8053475328,2016-04-18T16:00:00,Monday,16,0
8053475328,2016-04-19T02:00:00,Tuesday,2,0
8053475328,2016-04-19T03:00:00,Tuesday,3,0
8053475328,2016-04-19T04:00:00,Tuesday,4,0
8053475328,2016-04-19T05:00:00,Tuesday,5,0
8053475328,2016-04-19T06:00:00,Tuesday,6,0
8053475328,2016-04-19T07:00:00,Tuesday,7,0
8053475328,2016-04-19T08:00:00,Tuesday,8,0
8053475328,2016-04-19T09:00:00,Tuesday,9,0
8053475328,2016-04-19T10:00:00,Tuesday,10,0
8053475328,2016-04-20T03:00:00,Wednesday,3,0
8053475328,2016-04-20T04:00:00,Wednesday,4,0
8053475328,2016-04-20T05:00:00,Wednesday,5,0
8053475328,2016-04-20T06:00:00,Wednesday,6,0
8053475328,2016-04-20T07:00:00,Wednesday,7,0
8053475328,2016-04-20T08:00:00,Wednesday,8,0
8053475328,2016-04-20T09:00:00,Wednesday,9,0
8053475328,2016-04-21T00:00:00,Thursday,0,0
8053475328,2016-04-21T03:00:00,Thursday,3,0
8053475328,2016-04-21T04:00:00,Thursday,4,0
8053475328,2016-04-21T05:00:00,Thursday,5,0
8053475328,2016-04-21T06:00:00,Thursday,6,0
8053475328,2016-04-21T07:00:00,Thursday,7,0
8053475328,2016-04-21T08:00:00,Thursday,8,0
8053475328,2016-04-21T09:00:00,Thursday,9,0
8053475328,2016-04-21T20:00:00,Thursday,20,0
8053475328,2016-04-22T03:00:00,Friday,3,0
8053475328,2016-04-22T04:00:00,Friday,4,0
8053475328,2016-04-22T05:00:00,Friday,5,0
8053475328,2016-04-22T06:00:00,Friday,6,0
8053475328,2016-04-22T07:00:00,Friday,7,0
8053475328,2016-04-22T08:00:00,Friday,8,0
8053475328,2016-04-22T09:00:00,Friday,9,0
8053475328,2016-04-22T10:00:00,Friday,10,0
8053475328,2016-04-22T21:00:00,Friday,21,0
8053475328,2016-04-23T01:00:00,Saturday,1,0
8053475328,2016-04-23T02:00:00,Saturday,2,0
8053475328,2016-04-23T04:00:00,Saturday,4,0
8053475328,2016-04-23T05:00:00,Saturday,5,0
8053475328,2016-04-23T06:00:00,Saturday,6,0
8053475328,2016-04-23T07:00:00,Saturday,7,0
8053475328,2016-04-23T08:00:00,Saturday,8,0
8053475328,2016-04-23T09:00:00,Saturday,9,0
8053475328,2016-04-23T10:00:00,Saturday,10,0
8053475328,2016-04-23T11:00:00,Saturday,11,0
8053475328,2016-04-24T03:00:00,Sunday,3,0
8053475328,2016-04-24T04:00:00,Sunday,4,0
8053475328,2016-04-24T05:00:00,Sunday,5,0
8053475328,2016-04-24T06:00:00,Sunday,6,0
8053475328,2016-04-24T07:00:00,Sunday,7,0
8053475328,2016-04-24T08:00:00,Sunday,8,0
8053475328,2016-04-24T09:00:00,Sunday,9,0
8053475328,2016-04-24T10:00:00,Sunday,10,0
8053475328,2016-04-24T11:00:00,Sunday,11,0
8053475328,2016-04-24T12:00:00,Sunday,12,0
8053475328,2016-04-25T00:00:00,Monday,0,0
8053475328,2016-04-25T02:00:00,Monday,2,0
8053475328,2016-04-25T03:00:00,Monday,3,0
8053475328,2016-04-25T04:00:00,Monday,4,0
8053475328,2016-04-25T05:00:00,Monday,5,0
8053475328,2016-04-25T06:00:00,Monday,6,0
8053475328,2016-04-25T07:00:00,Monday,7,0
8053475328,2016-04-25T08:00:00,Monday,8,0
8053475328,2016-04-25T09:00:00,Monday,9,0
8053475328,2016-04-26T03:00:00,Tuesday,3,0
8053475328,2016-04-26T04:00:00,Tuesday,4,0
8053475328,2016-04-26T05:00:00,Tuesday,5,0
8053475328,2016-04-26T06:00:00,Tuesday,6,0
8053475328,2016-04-26T07:00:00,Tuesday,7,0
8053475328,2016-04-26T08:00:00,Tuesday,8,0
8053475328,2016-04-26T09:00:00,Tuesday,9,0
8053475328,2016-04-27T00:00:00,Wednesday,0,0
8053475328,2016-04-27T03:00:00,Wednesday,3,0
8053475328,2016-04-27T04:00:00,Wednesday,4,0
8053475328,2016-04-27T05:00:00,Wednesday,5,0
8053475328,2016-04-27T06:00:00,Wednesday,6,0
8053475328,2016-04-27T07:00:00,Wednesday,7,0
8053475328,2016-04-27T08:00:00,Wednesday,8,0
8053475328,2016-04-27T09:00:00,Wednesday,9,0
8053475328,2016-04-27T15:00:00,Wednesday,15,0
8053475328,2016-04-27T20:00:00,Wednesday,20,0
8053475328,2016-04-28T00:00:00,Thursday,0,0
8053475328,2016-04-28T01:00:00,Thursday,1,0
8053475328,2016-04-28T02:00:00,Thursday,2,0
8053475328,2016-04-28T03:00:00,Thursday,3,0
8053475328,2016-04-28T04:00:00,Thursday,4,0
8053475328,2016-04-28T05:00:00,Thursday,5,0
8053475328,2016-04-28T06:00:00,Thursday,6,0
8053475328,2016-04-28T07:00:00,Thursday,7,0
8053475328,2016-04-28T08:00:00,Thursday,8,0
8053475328,2016-04-28T09:00:00,Thursday,9,0
8053475328,2016-04-28T10:00:00,Thursday,10,0
8053475328,2016-04-29T01:00:00,Friday,1,0
8053475328,2016-04-29T03:00:00,Friday,3,0
8053475328,2016-04-29T04:00:00,Friday,4,0
8053475328,2016-04-29T05:00:00,Friday,5,0
8053475328,2016-04-29T06:00:00,Friday,6,0
8053475328,2016-04-29T07:00:00,Friday,7,0
8053475328,2016-04-29T08:00:00,Friday,8,0
8053475328,2016-04-29T09:00:00,Friday,9,0
8053475328,2016-04-29T10:00:00,Friday,10,0
8053475328,2016-04-30T03:00:00,Saturday,3,0
8053475328,2016-04-30T05:00:00,Saturday,5,0
8053475328,2016-04-30T06:00:00,Saturday,6,0
8053475328,2016-04-30T07:00:00,Saturday,7,0
8053475328,2016-04-30T08:00:00,Saturday,8,0
8053475328,2016-04-30T09:00:00,Saturday,9,0
8053475328,2016-04-30T10:00:00,Saturday,10,0
8053475328,2016-04-30T11:00:00,Saturday,11,0
8053475328,2016-04-30T13:00:00,Saturday,13,0
8053475328,2016-05-01T00:00:00,Sunday,0,0
8053475328,2016-05-01T01:00:00,Sunday,1,0
8053475328,2016-05-01T02:00:00,Sunday,2,0
8053475328,2016-05-01T03:00:00,Sunday,3,0
8053475328,2016-05-01T04:00:00,Sunday,4,0
8053475328,2016-05-01T05:00:00,Sunday,5,0
8053475328,2016-05-01T06:00:00,Sunday,6,0
8053475328,2016-05-01T08:00:00,Sunday,8,0
8053475328,2016-05-01T09:00:00,Sunday,9,0
8053475328,2016-05-01T10:00:00,Sunday,10,0
8053475328,2016-05-01T11:00:00,Sunday,11,0
8053475328,2016-05-01T12:00:00,Sunday,12,0
8053475328,2016-05-01T16:00:00,Sunday,16,0
8053475328,2016-05-01T17:00:00,Sunday,17,0
8053475328,2016-05-01T18:00:00,Sunday,18,0
8053475328,2016-05-01T19:00:00,Sunday,19,0
8053475328,2016-05-01T20:00:00,Sunday,20,0
8053475328,2016-05-01T21:00:00,Sunday,21,0
8053475328,2016-05-01T22:00:00,Sunday,22,0
8053475328,2016-05-01T23:00:00,Sunday,23,0
8053475328,2016-05-02T00:00:00,Monday,0,0
8053475328,2016-05-02T01:00:00,Monday,1,0
8053475328,2016-05-02T02:00:00,Monday,2,0
8053475328,2016-05-02T03:00:00,Monday,3,0
8053475328,2016-05-02T04:00:00,Monday,4,0
8053475328,2016-05-02T05:00:00,Monday,5,0
8053475328,2016-05-02T07:00:00,Monday,7,0
8053475328,2016-05-02T08:00:00,Monday,8,0
8053475328,2016-05-02T09:00:00,Monday,9,0
8053475328,2016-05-02T10:00:00,Monday,10,0
8053475328,2016-05-02T11:00:00,Monday,11,0
8053475328,2016-05-02T12:00:00,Monday,12,0
8053475328,2016-05-02T13:00:00,Monday,13,0
8053475328,2016-05-02T14:00:00,Monday,14,0
8053475328,2016-05-02T15:00:00,Monday,15,0
8053475328,2016-05-02T16:00:00,Monday,16,0
8053475328,2016-05-03T02:00:00,Tuesday,2,0
8053475328,2016-05-03T03:00:00,Tuesday,3,0
8053475328,2016-05-03T04:00:00,Tuesday,4,0
8053475328,2016-05-03T05:00:00,Tuesday,5,0
8053475328,2016-05-03T06:00:00,Tuesday,6,0
8053475328,2016-05-03T07:00:00,Tuesday,7,0
8053475328,2016-05-03T08:00:00,Tuesday,8,0
8053475328,2016-05-03T09:00:00,Tuesday,9,0
8053475328,2016-05-03T10:00:00,Tuesday,10,0
8053475328,2016-05-03T11:00:00,Tuesday,11,0
8053475328,2016-05-03T23:00:00,Tuesday,23,0
8053475328,2016-05-04T01:00:00,Wednesday,1,0
8053475328,2016-05-04T03:00:00,Wednesday,3,0
8053475328,2016-05-04T04:00:00,Wednesday,4,0
8053475328,2016-05-04T05:00:00,Wednesday,5,0
8053475328,2016-05-04T06:00:00,Wednesday,6,0
8053475328,2016-05-04T07:00:00,Wednesday,7,0
8053475328,2016-05-04T08:00:00,Wednesday,8,0
8053475328,2016-05-04T09:00:00,Wednesday,9,0
8053475328,2016-05-04T10:00:00,Wednesday,10,0
8053475328,2016-05-04T11:00:00,Wednesday,11,0
8053475328,2016-05-05T01:00:00,Thursday,1,0
8053475328,2016-05-05T03:00:00,Thursday,3,0
8053475328,2016-05-05T04:00:00,Thursday,4,0
8053475328,2016-05-05T05:00:00,Thursday,5,0
8053475328,2016-05-05T06:00:00,Thursday,6,0
8053475328,2016-05-05T07:00:00,Thursday,7,0
8053475328,2016-05-05T08:00:00,Thursday,8,0
8053475328,2016-05-05T09:00:00,Thursday,9,0
8053475328,2016-05-05T10:00:00,Thursday,10,0
8053475328,2016-05-05T23:00:00,Thursday,23,0
8053475328,2016-05-06T03:00:00,Friday,3,0
8053475328,2016-05-06T04:00:00,Friday,4,0
8053475328,2016-05-06T05:00:00,Friday,5,0
8053475328,2016-05-06T06:00:00,Friday,6,0
8053475328,2016-05-06T07:00:00,Friday,7,0
8053475328,2016-05-06T08:00:00,Friday,8,0
8053475328,2016-05-06T09:00:00,Friday,9,0
8053475328,2016-05-06T10:00:00,Friday,10,0
8053475328,2016-05-06T11:00:00,Friday,11,0
8053475328,2016-05-06T12:00:00,Friday,12,0
8053475328,2016-05-06T15:00:00,Friday,15,0
8053475328,2016-05-06T16:00:00,Friday,16,0
8053475328,2016-05-06T20:00:00,Friday,20,0
8053475328,2016-05-07T01:00:00,Saturday,1,0
8053475328,2016-05-07T02:00:00,Saturday,2,0
8053475328,2016-05-07T03:00:00,Saturday,3,0
8053475328,2016-05-07T05:00:00,Saturday,5,0
8053475328,2016-05-07T06:00:00,Saturday,6,0
8053475328,2016-05-07T07:00:00,Saturday,7,0
8053475328,2016-05-07T08:00:00,Saturday,8,0
8053475328,2016-05-07T09:00:00,Saturday,9,0
8053475328,2016-05-07T10:00:00,Saturday,10,0
8053475328,2016-05-07T11:00:00,Saturday,11,0
8053475328,2016-05-07T12:00:00,Saturday,12,0
8053475328,2016-05-07T20:00:00,Saturday,20,0
8053475328,2016-05-08T05:00:00,Sunday,5,0
8053475328,2016-05-08T06:00:00,Sunday,6,0
8053475328,2016-05-08T07:00:00,Sunday,7,0
8053475328,2016-05-08T08:00:00,Sunday,8,0
8053475328,2016-05-08T09:00:00,Sunday,9,0
8053475328,2016-05-08T10:00:00,Sunday,10,0
8053475328,2016-05-08T11:00:00,Sunday,11,0
8053475328,2016-05-09T00:00:00,Monday,0,0
8053475328,2016-05-09T02:00:00,Monday,2,0
8053475328,2016-05-09T04:00:00,Monday,4,0
8053475328,2016-05-09T05:00:00,Monday,5,0
8053475328,2016-05-09T06:00:00,Monday,6,0
8053475328,2016-05-09T07:00:00,Monday,7,0
8053475328,2016-05-09T08:00:00,Monday,8,0
8053475328,2016-05-09T09:00:00,Monday,9,0
8053475328,2016-05-09T10:00:00,Monday,10,0
8053475328,2016-05-09T11:00:00,Monday,11,0
8053475328,2016-05-10T01:00:00,Tuesday,1,0
8053475328,2016-05-10T03:00:00,Tuesday,3,0
8053475328,2016-05-10T04:00:00,Tuesday,4,0
8053475328,2016-05-10T05:00:00,Tuesday,5,0
8053475328,2016-05-10T06:00:00,Tuesday,6,0
8053475328,2016-05-10T07:00:00,Tuesday,7,0
8053475328,2016-05-10T08:00:00,Tuesday,8,0
8053475328,2016-05-10T09:00:00,Tuesday,9,0
8053475328,2016-05-10T10:00:00,Tuesday,10,0
8053475328,2016-05-11T05:00:00,Wednesday,5,0
8053475328,2016-05-11T06:00:00,Wednesday,6,0
8053475328,2016-05-11T07:00:00,Wednesday,7,0
8053475328,2016-05-11T08:00:00,Wednesday,8,0
8053475328,2016-05-11T09:00:00,Wednesday,9,0
8053475328,2016-05-11T10:00:00,Wednesday,10,0
8053475328,2016-05-11T20:00:00,Wednesday,20,0
8053475328,2016-05-12T01:00:00,Thursday,1,0
8053475328,2016-05-12T03:00:00,Thursday,3,0
8053475328,2016-05-12T04:00:00,Thursday,4,0
8053475328,2016-05-12T05:00:00,Thursday,5,0
8053475328,2016-05-12T06:00:00,Thursday,6,0
8053475328,2016-05-12T07:00:00,Thursday,7,0
8053475328,2016-05-12T08:00:00,Thursday,8,0
8053475328,2016-05-12T09:00:00,Thursday,9,0
8053475328,2016-05-12T10:00:00,Thursday,10,0
8053475328,2016-05-12T11:00:00,Thursday,11,0
8053475328,2016-05-12T13:00:00,Thursday,13,0
8053475328,2016-05-03T22:00:00,Tuesday,22,256
8053475328,2016-04-17T20:00:00,Sunday,20,513
8053475328,2016-04-26T22:00:00,Tuesday,22,514
8053475328,2016-04-15T22:00:00,Friday,22,770
8053475328,2016-04-17T18:00:00,Sunday,18,770
8053475328,2016-05-11T16:00:00,Wednesday,16,770
8053475328,2016-04-13T00:00:00,Wednesday,0,4
8053475328,2016-04-24T00:00:00,Sunday,0,4
8053475328,2016-05-10T20:00:00,Tuesday,20,4
8053475328,2016-04-30T02:00:00,Saturday,2,5
8053475328,2016-05-11T01:00:00,Wednesday,1,5
8053475328,2016-04-29T02:00:00,Friday,2,261
8053475328,2016-05-08T13:00:00,Sunday,13,6
8053475328,2016-04-12T01:00:00,Tuesday,1,7
8053475328,2016-04-19T20:00:00,Tuesday,20,7
8053475328,2016-04-25T23:00:00,Monday,23,7
8053475328,2016-04-30T14:00:00,Saturday,14,7
8053475328,2016-05-09T20:00:00,Monday,20,7
8053475328,2016-04-20T21:00:00,Wednesday,21,775
8053475328,2016-05-08T01:00:00,Sunday,1,8
8053475328,2016-05-11T03:00:00,Wednesday,3,8
8053475328,2016-05-11T19:00:00,Wednesday,19,8
8053475328,2016-05-05T14:00:00,Thursday,14,3848
8053475328,2016-04-26T20:00:00,Tuesday,20,9
8053475328,2016-04-28T20:00:00,Thursday,20,9
8053475328,2016-04-25T12:00:00,Monday,12,265
8053475328,2016-04-29T22:00:00,Friday,22,265
8053475328,2016-04-25T18:00:00,Monday,18,1289
8053475328,2016-05-11T02:00:00,Wednesday,2,11
8053475328,2016-04-30T15:00:00,Saturday,15,3851
8053475328,2016-04-24T23:00:00,Sunday,23,12
8053475328,2016-04-20T20:00:00,Wednesday,20,13
8053475328,2016-05-05T20:00:00,Thursday,20,13
8053475328,2016-04-19T11:00:00,Tuesday,11,269
8053475328,2016-04-19T15:00:00,Tuesday,15,1293
8053475328,2016-04-19T17:00:00,Tuesday,17,14
8053475328,2016-04-22T14:00:00,Friday,14,14
8053475328,2016-04-30T21:00:00,Saturday,21,14
8053475328,2016-05-05T17:00:00,Thursday,17,270
8053475328,2016-04-20T00:00:00,Wednesday,0,15
8053475328,2016-05-09T19:00:00,Monday,19,15
8053475328,2016-04-26T23:00:00,Tuesday,23,271
8053475328,2016-04-14T00:00:00,Thursday,0,16
8053475328,2016-04-20T12:00:00,Wednesday,12,17
8053475328,2016-05-03T12:00:00,Tuesday,12,273
8053475328,2016-04-14T15:00:00,Thursday,15,18
8053475328,2016-04-22T00:00:00,Friday,0,18
8053475328,2016-04-26T12:00:00,Tuesday,12,1042
8053475328,2016-05-08T03:00:00,Sunday,3,19
8053475328,2016-04-16T18:00:00,Saturday,18,275
8053475328,2016-04-21T17:00:00,Thursday,17,531
8053475328,2016-04-17T14:00:00,Sunday,14,2835
8053475328,2016-04-13T20:00:00,Wednesday,20,20
8053475328,2016-04-30T23:00:00,Saturday,23,20
8053475328,2016-05-04T17:00:00,Wednesday,17,20
8053475328,2016-05-10T00:00:00,Tuesday,0,20
8053475328,2016-04-27T02:00:00,Wednesday,2,276
8053475328,2016-05-05T12:00:00,Thursday,12,532
8053475328,2016-05-09T12:00:00,Monday,12,532
8053475328,2016-04-24T15:00:00,Sunday,15,3604
8053475328,2016-05-07T14:00:00,Saturday,14,3349
8053475328,2016-05-07T22:00:00,Saturday,22,2070
8053475328,2016-05-05T21:00:00,Thursday,21,4119
8053475328,2016-04-18T20:00:00,Monday,20,24
8053475328,2016-04-18T14:00:00,Monday,14,280
8053475328,2016-04-26T18:00:00,Tuesday,18,3864
8053475328,2016-04-30T18:00:00,Saturday,18,25
8053475328,2016-05-05T00:00:00,Thursday,0,25
8053475328,2016-05-09T22:00:00,Monday,22,25
8053475328,2016-04-12T02:00:00,Tuesday,2,283
8053475328,2016-04-24T13:00:00,Sunday,13,539
8053475328,2016-04-13T14:00:00,Wednesday,14,1563
8053475328,2016-04-22T23:00:00,Friday,23,285
8053475328,2016-04-18T11:00:00,Monday,11,542
8053475328,2016-05-08T17:00:00,Sunday,17,1310
8053475328,2016-04-14T12:00:00,Thursday,12,799
8053475328,2016-05-12T00:00:00,Thursday,0,33
8053475328,2016-05-10T21:00:00,Tuesday,21,545
8053475328,2016-04-22T12:00:00,Friday,12,34
8053475328,2016-05-09T03:00:00,Monday,3,34
8053475328,2016-04-16T11:00:00,Saturday,11,290
8053475328,2016-04-30T04:00:00,Saturday,4,290
8053475328,2016-04-19T22:00:00,Tuesday,22,3619
8053475328,2016-04-20T14:00:00,Wednesday,14,3875
8053475328,2016-04-24T17:00:00,Sunday,17,804
8053475328,2016-05-04T20:00:00,Wednesday,20,37
8053475328,2016-05-06T23:00:00,Friday,23,37
8053475328,2016-05-04T21:00:00,Wednesday,21,2853
8053475328,2016-04-18T13:00:00,Monday,13,4134
8053475328,2016-04-28T19:00:00,Thursday,19,4134
8053475328,2016-04-30T00:00:00,Saturday,0,39
8053475328,2016-05-07T17:00:00,Saturday,17,2344
8053475328,2016-04-15T13:00:00,Friday,13,2600
8053475328,2016-04-18T00:00:00,Monday,0,43
8053475328,2016-04-16T16:00:00,Saturday,16,44
8053475328,2016-04-27T10:00:00,Wednesday,10,44
8053475328,2016-05-11T11:00:00,Wednesday,11,44
8053475328,2016-05-09T13:00:00,Monday,13,1580
8053475328,2016-04-19T16:00:00,Tuesday,16,3116
8053475328,2016-04-30T17:00:00,Saturday,17,813
8053475328,2016-04-21T13:00:00,Thursday,13,815
8053475328,2016-04-24T21:00:00,Sunday,21,4400
8053475328,2016-04-18T02:00:00,Monday,2,49
8053475328,2016-05-02T20:00:00,Monday,20,49
8053475328,2016-05-11T22:00:00,Wednesday,22,49
8053475328,2016-04-22T01:00:00,Friday,1,50
8053475328,2016-05-09T01:00:00,Monday,1,50
8053475328,2016-04-20T02:00:00,Wednesday,2,51
8053475328,2016-04-20T11:00:00,Wednesday,11,307
8053475328,2016-04-15T17:00:00,Friday,17,563
8053475328,2016-04-22T20:00:00,Friday,20,4147
8053475328,2016-04-15T02:00:00,Friday,2,53
8053475328,2016-04-17T04:00:00,Sunday,4,53
8053475328,2016-05-09T23:00:00,Monday,23,53
8053475328,2016-04-18T01:00:00,Monday,1,309
8053475328,2016-05-11T13:00:00,Wednesday,13,309
8053475328,2016-04-24T19:00:00,Sunday,19,310
8053475328,2016-04-26T21:00:00,Tuesday,21,566
8053475328,2016-05-11T00:00:00,Wednesday,0,55
8053475328,2016-04-13T16:00:00,Wednesday,16,311
8053475328,2016-04-21T22:00:00,Thursday,22,4407
8053475328,2016-05-03T14:00:00,Tuesday,14,4407
8053475328,2016-04-30T12:00:00,Saturday,12,313
8053475328,2016-04-28T12:00:00,Thursday,12,825
8053475328,2016-05-03T19:00:00,Tuesday,19,3641
8053475328,2016-04-24T14:00:00,Sunday,14,5689
8053475328,2016-04-16T03:00:00,Saturday,3,58
8053475328,2016-05-02T21:00:00,Monday,21,58
8053475328,2016-05-07T04:00:00,Saturday,4,58
8053475328,2016-04-17T15:00:00,Sunday,15,2362
8053475328,2016-05-05T02:00:00,Thursday,2,59
8053475328,2016-04-27T17:00:00,Wednesday,17,571
8053475328,2016-04-13T17:00:00,Wednesday,17,1083
8053475328,2016-04-28T18:00:00,Thursday,18,316
8053475328,2016-05-03T00:00:00,Tuesday,0,316
8053475328,2016-04-23T14:00:00,Saturday,14,4669
8053475328,2016-04-26T17:00:00,Tuesday,17,318
8053475328,2016-05-04T23:00:00,Wednesday,23,63
8053475328,2016-05-08T23:00:00,Sunday,23,63
8053475328,2016-04-28T16:00:00,Thursday,16,319
8053475328,2016-05-08T15:00:00,Sunday,15,575
8053475328,2016-04-15T01:00:00,Friday,1,64
8053475328,2016-04-30T20:00:00,Saturday,20,64
8053475328,2016-05-06T00:00:00,Friday,0,64
8053475328,2016-05-05T18:00:00,Thursday,18,576
8053475328,2016-04-26T10:00:00,Tuesday,10,321
8053475328,2016-05-04T00:00:00,Wednesday,0,66
8053475328,2016-05-05T16:00:00,Thursday,16,67
8053475328,2016-05-06T22:00:00,Friday,22,3395
8053475328,2016-04-23T00:00:00,Saturday,0,68
8053475328,2016-05-10T12:00:00,Tuesday,12,71
8053475328,2016-04-12T20:00:00,Tuesday,20,73
8053475328,2016-04-27T01:00:00,Wednesday,1,74
8053475328,2016-05-06T01:00:00,Friday,1,77
8053475328,2016-04-29T23:00:00,Friday,23,79
8053475328,2016-04-16T14:00:00,Saturday,14,80
8053475328,2016-05-07T00:00:00,Saturday,0,80
8053475328,2016-04-28T14:00:00,Thursday,14,2896
8053475328,2016-04-27T16:00:00,Wednesday,16,81
8053475328,2016-04-29T00:00:00,Friday,0,81
8053475328,2016-05-06T17:00:00,Friday,17,81
8053475328,2016-05-09T15:00:00,Monday,15,81
8053475328,2016-04-19T19:00:00,Tuesday,19,4177
8053475328,2016-04-21T02:00:00,Thursday,2,82
8053475328,2016-05-06T02:00:00,Friday,2,82
8053475328,2016-04-13T10:00:00,Wednesday,10,83
8053475328,2016-04-21T14:00:00,Thursday,14,3411
8053475328,2016-04-12T13:00:00,Tuesday,13,85
8053475328,2016-05-02T17:00:00,Monday,17,87
8053475328,2016-05-08T02:00:00,Sunday,2,87
8053475328,2016-05-04T22:00:00,Wednesday,22,2135
8053475328,2016-04-28T22:00:00,Thursday,22,4183
8053475328,2016-04-20T13:00:00,Wednesday,13,344
8053475328,2016-04-25T15:00:00,Monday,15,89
8053475328,2016-05-03T20:00:00,Tuesday,20,601
8053475328,2016-04-21T18:00:00,Thursday,18,602
8053475328,2016-04-25T10:00:00,Monday,10,602
8053475328,2016-04-15T16:00:00,Friday,16,349
8053475328,2016-05-10T16:00:00,Tuesday,16,349
8053475328,2016-04-16T15:00:00,Saturday,15,94
8053475328,2016-05-07T18:00:00,Saturday,18,606
8053475328,2016-04-20T19:00:00,Wednesday,19,3166
8053475328,2016-05-03T17:00:00,Tuesday,17,3934
8053475328,2016-04-26T00:00:00,Tuesday,0,95
8053475328,2016-05-11T04:00:00,Wednesday,4,98
8053475328,2016-05-04T16:00:00,Wednesday,16,354
8053475328,2016-04-27T19:00:00,Wednesday,19,4195
8053475328,2016-04-20T01:00:00,Wednesday,1,100
8053475328,2016-04-12T16:00:00,Tuesday,16,101
8053475328,2016-04-14T02:00:00,Thursday,2,101
8053475328,2016-04-24T01:00:00,Sunday,1,101
8053475328,2016-04-23T21:00:00,Saturday,21,869
8053475328,2016-04-25T13:00:00,Monday,13,1893
8053475328,2016-04-29T18:00:00,Friday,18,2405
8053475328,2016-04-21T23:00:00,Thursday,23,102
8053475328,2016-05-03T15:00:00,Tuesday,15,359
8053475328,2016-04-20T10:00:00,Wednesday,10,104
8053475328,2016-05-10T18:00:00,Tuesday,18,1641
8053475328,2016-04-16T19:00:00,Saturday,19,7529
8053475328,2016-04-27T14:00:00,Wednesday,14,1643
